context_3,context_2,context_1,response
ну ты обучал resnext101?,"ааа
нет
я гений
понял
и эту модель уже в сабмит?",да,спасибо
,,,"А зачем тебе докер, если у тебя торч?"
,,"А зачем тебе докер, если у тебя торч?",Сборник загадок
,,,Кто нибудь знает как это пофиксит?
,,Кто нибудь знает как это пофиксит?,Очисти куки
,Кто нибудь знает как это пофиксит?,Очисти куки,это не от этого
Кто нибудь знает как это пофиксит?,Очисти куки,это не от этого,Всë может быть
Очисти куки,это не от этого,Всë может быть,попробуй зайти
,,,поход никак
,,поход никак,крутой фоновый звук
,поход никак,крутой фоновый звук,Ой
поход никак,крутой фоновый звук,Ой,"да не, как раз"
крутой фоновый звук,Ой,"да не, как раз","у меня тоже самое
сейчас специально попробовал"
Ой,"да не, как раз","у меня тоже самое
сейчас специально попробовал",Я в поддержку написал сказали попытаться своего ака войти
"да не, как раз","у меня тоже самое
сейчас специально попробовал",Я в поддержку написал сказали попытаться своего ака войти,И кеш
,,,error=participant_fetch_data
,,error=participant_fetch_data,Данные он правильно получает и возвращает тоже
,,,Не ты же браузер программировал
,,Не ты же браузер программировал,откуда знаешь
,,,"да, не я, но тут дело не в нём"
,,"да, не я, но тут дело не в нём","Ладно
Не работает"
,,,Правильный код ошибки 500
,,Правильный код ошибки 500,а если бы дело было в браузере было бы 200
,Правильный код ошибки 500,а если бы дело было в браузере было бы 200,Я предположил основываясь на одном видео
,,,Internal Server Error
,,,За сколько примерно отрабатывает решение?
,,За сколько примерно отрабатывает решение?,3 минуты
,За сколько примерно отрабатывает решение?,3 минуты,"в большинстве случаев... у одного человека целых 5 часов работало, да и так не кончило, написал организаторам чтобы остановили"
За сколько примерно отрабатывает решение?,3 минуты,"в большинстве случаев... у одного человека целых 5 часов работало, да и так не кончило, написал организаторам чтобы остановили","Это ляп на одс, я его заново отправил, работало 4 минуты)"
,,,ахах
,,ахах,быстро
,ахах,быстро,"Ну все маленькие платформы работают с божьей помощью
А как мы знаем бог это концепт чтобы поддержать в сложных ситуациях
Поэтому работают они не оч"
ахах,быстро,"Ну все маленькие платформы работают с божьей помощью
А как мы знаем бог это концепт чтобы поддержать в сложных ситуациях
Поэтому работают они не оч",real water
быстро,"Ну все маленькие платформы работают с божьей помощью
А как мы знаем бог это концепт чтобы поддержать в сложных ситуациях
Поэтому работают они не оч",real water,"""так решил разметчик"""
"Ну все маленькие платформы работают с божьей помощью
А как мы знаем бог это концепт чтобы поддержать в сложных ситуациях
Поэтому работают они не оч",real water,"""так решил разметчик""","там очень много вопросов
теперь понимаю почему люди в самом начале негодовали"
real water,"""так решил разметчик""","там очень много вопросов
теперь понимаю почему люди в самом начале негодовали","Так нам дана авторазметка
Таска говно в принципе
Просто чтобы отсеять людей"
,,,Надо просто переобучиться
,,Надо просто переобучиться,А потом ещё и приват сольёт половину
,,,Скорее всего размещалось тоже нейронкой
,,Скорее всего размещалось тоже нейронкой,"данных мало, можно и ручками разметить"
,Скорее всего размещалось тоже нейронкой,"данных мало, можно и ручками разметить",Если есть время...
,,,"Кхм, я дико извиняюсь , кто-то может объяснить , где я мог допустить ошибку?"
,,"Кхм, я дико извиняюсь , кто-то может объяснить , где я мог допустить ошибку?",ну ты каналы не переставил
,,,"у видео
похоже на это"
,,"у видео
похоже на это",Понял
,"у видео
похоже на это",Понял,сделай permute
"у видео
похоже на это",Понял,сделай permute,Спасибо
Понял,сделай permute,Спасибо,"permute(0, 3, 1, 2)
или
permute(0, 1, 4, 2, 3)
смотря с чем работаешь"
сделай permute,Спасибо,"permute(0, 3, 1, 2)
или
permute(0, 1, 4, 2, 3)
смотря с чем работаешь","Cделал
А в итоге:"
Спасибо,"permute(0, 3, 1, 2)
или
permute(0, 1, 4, 2, 3)
смотря с чем работаешь","Cделал
А в итоге:",переведи ошибку
"permute(0, 3, 1, 2)
или
permute(0, 1, 4, 2, 3)
смотря с чем работаешь","Cделал
А в итоге:",переведи ошибку,ну ты не там это делаешь
"Cделал
А в итоге:",переведи ошибку,ну ты не там это делаешь,у тебя не решейпятся к одному размер картинки
переведи ошибку,ну ты не там это делаешь,у тебя не решейпятся к одному размер картинки,"ресайзни
ты пытаешься застакать
тензоры с разными шейпами
так нельзя"
ну ты не там это делаешь,у тебя не решейпятся к одному размер картинки,"ресайзни
ты пытаешься застакать
тензоры с разными шейпами
так нельзя","что не так?
что не так"
,,,неправильный путь к видео
,,неправильный путь к видео,привет самая милая химичка в мире
,,,"спасибо
попробую"
,,"спасибо
попробую",спс
,"спасибо
попробую",спс,так ещё собрать))
"спасибо
попробую",спс,так ещё собрать)),"Клади в отдельную папку,
docker build . -t <you name>
docker run -t <you name>

docker container commit -t <your name> remote name
docker image push <your name>: latest"
спс,так ещё собрать)),"Клади в отдельную папку,
docker build . -t <you name>
docker run -t <you name>

docker container commit -t <your name> remote name
docker image push <your name>: latest",так
так ещё собрать)),"Клади в отдельную папку,
docker build . -t <you name>
docker run -t <you name>

docker container commit -t <your name> remote name
docker image push <your name>: latest",так,A как поставить докер погугли
"Клади в отдельную папку,
docker build . -t <you name>
docker run -t <you name>

docker container commit -t <your name> remote name
docker image push <your name>: latest",так,A как поставить докер погугли,ток это
,,,docker login
,,docker login,Ну там трейс выпадет
,,,":))
установил Линукс за 30 минут на windows
.-."
,,,там он есть и на винду
,,там он есть и на винду,но в линухе удобнее
,,,"попробую другие модели
я смотрел
в курсе нету
но я хз"
,,"попробую другие модели
я смотрел
в курсе нету
но я хз",типа может и попросит виртуалку но есть удобная гуи
,,,найдите бейзлайн
,,найдите бейзлайн,70 би лайк
,найдите бейзлайн,70 би лайк,могу кста скинуть датафрейм
найдите бейзлайн,70 би лайк,могу кста скинуть датафрейм,спасибо не надо я и сам парсить умею
70 би лайк,могу кста скинуть датафрейм,спасибо не надо я и сам парсить умею,ахахах
,,,Разберётся
,,Разберётся,"ну
самая высокая
бейзик"
,,,а потом dockerfile куда отправлять?
,,а потом dockerfile куда отправлять?,"запушить на докерхаб, а в metadata.json в ""image"" записать название контейнера"
,,,никуда
,,никуда,так и запишем
,,,"У тебя на сайте docker hub надо регнутся
А сек"
,,"У тебя на сайте docker hub надо регнутся
А сек",в папку которую указываешь при билде
,"У тебя на сайте docker hub надо регнутся
А сек",в папку которую указываешь при билде,кому интересно
"У тебя на сайте docker hub надо регнутся
А сек",в папку которую указываешь при билде,кому интересно,а что там интересного
в папку которую указываешь при билде,кому интересно,а что там интересного,"Хз
логично"
кому интересно,а что там интересного,"Хз
логично","интереснне чат тг потыкать
в этом году есть спец ном
по количеству отправленных сообщений в чат
?"
а что там интересного,"Хз
логично","интереснне чат тг потыкать
в этом году есть спец ном
по количеству отправленных сообщений в чат
?","наверное
точно два года подряд был этот спецном"
"Хз
логично","интереснне чат тг потыкать
в этом году есть спец ном
по количеству отправленных сообщений в чат
?","наверное
точно два года подряд был этот спецном","я думаю в этом году актальна номинация самый ""крутой"" вопрос"
,,,норм докер
,,норм докер,а че так мало?
,,,+
,,+,замутили нам орг чат
,,,устроили чат бдимошечки на максималках
,,устроили чат бдимошечки на максималках,Пока на минималках
,устроили чат бдимошечки на максималках,Пока на минималках,на бдимо таймер 20 сек
устроили чат бдимошечки на максималках,Пока на минималках,на бдимо таймер 20 сек,Там есть кое что повеселее
Пока на минималках,на бдимо таймер 20 сек,Там есть кое что повеселее,что
на бдимо таймер 20 сек,Там есть кое что повеселее,что,"Короче, не смог найти тот стикер но как минимум в прошлых годах там баны просто так раздавали"
Там есть кое что повеселее,что,"Короче, не смог найти тот стикер но как минимум в прошлых годах там баны просто так раздавали",на втором этапе
,,,это база
,,это база,базированный никита хочет еще больше таймер
,это база,базированный никита хочет еще больше таймер,
,,,бан?
,,бан?,"ни разу не ловил, а вот задачи жёсткие"
,,,ну так я один из тех кого банили
,,,щас то все нормик
,,щас то все нормик,По поводу щас хз
,,,и вообще забашта крутой чел
,,и вообще забашта крутой чел,
,,,Уффф
,,Уффф,пока о нем такое впечатление
,Уффф,пока о нем такое впечатление,Сильно
Уффф,пока о нем такое впечатление,Сильно,"На удивление, соглашусь"
пока о нем такое впечатление,Сильно,"На удивление, соглашусь",и че
,,,в этом году он норм
,,в этом году он норм,ему вроде дали третий уровень
,в этом году он норм,ему вроде дали третий уровень,бви в итмо дает значит все хорошо
в этом году он норм,ему вроде дали третий уровень,бви в итмо дает значит все хорошо,тебе в следующем поступать?
ему вроде дали третий уровень,бви в итмо дает значит все хорошо,тебе в следующем поступать?,нет
бви в итмо дает значит все хорошо,тебе в следующем поступать?,нет,а когда
тебе в следующем поступать?,нет,а когда,я в 10
,,,"Ну хз, посмотрим"
,,"Ну хз, посмотрим","скрины прошлого года
или убрали не помню точно"
,"Ну хз, посмотрим","скрины прошлого года
или убрали не помню точно",о дадада помню
"Ну хз, посмотрим","скрины прошлого года
или убрали не помню точно",о дадада помню,"Было дело, помню"
,,,"Что может означать ошибка ""ValueError: need at least one array to stack"" в train_one_epoch ?"
,,"Что может означать ошибка ""ValueError: need at least one array to stack"" в train_one_epoch ?",need at least one array to stack
,"Что может означать ошибка ""ValueError: need at least one array to stack"" в train_one_epoch ?",need at least one array to stack,
,,,"...
я даже знаю кто мут включил"
,,,какой там лимит?
,,какой там лимит?,Там вроде 12 часов
,,,у меня все сеансы закрыты
,,у меня все сеансы закрыты,открою секрет)))
,,,кроме нового
,,кроме нового,теперь надо ждать до дня
,кроме нового,теперь надо ждать до дня,вовремя
,,,Новый акк создай
,,Новый акк создай,а кста да
,,,можешь на кагле обучать
,,можешь на кагле обучать,спасибо
,можешь на кагле обучать,спасибо,никто не мешает нанять китайцев😏😁
,,,можно создать несколько гуглоакков
,,можно создать несколько гуглоакков,
,,,уже
,,уже,а веса положить в пошаренную папку на гуглдиске
,уже,а веса положить в пошаренную папку на гуглдиске,"Блин, я на 470..."
,,,F
,,F,"Не знаю, скор 0.95"
,,,"А ещё можно выбрать то решение, что пойдёт в финал?"
,,"А ещё можно выбрать то решение, что пойдёт в финал?","Не, уже не даёт"
,,,"Интересно, если на паблике скор 0.8, есть шанс в финал пройти?"
,,"Интересно, если на паблике скор 0.8, есть шанс в финал пройти?",Да
,,,Достаточно большие
,,,Там на привате места не так сильно поменяются
,,Там на привате места не так сильно поменяются,"Я глянул приват, у нас с тобой 1.2"
,Там на привате места не так сильно поменяются,"Я глянул приват, у нас с тобой 1.2",В сумме?)
Там на привате места не так сильно поменяются,"Я глянул приват, у нас с тобой 1.2",В сумме?),"Не, у каждого"
,,,приват слили
,,приват слили,Кайф
,приват слили,Кайф,"Да, жаль не 2
конечно"
приват слили,Кайф,"Да, жаль не 2
конечно",😢
,,,Сабмитить кста еще можно
,,Сабмитить кста еще можно,А ты попробуй)
,Сабмитить кста еще можно,А ты попробуй),Да уже
Сабмитить кста еще можно,А ты попробуй),Да уже,Чё? У меня не грузит
А ты попробуй),Да уже,Чё? У меня не грузит,Это кринж?
Да уже,Чё? У меня не грузит,Это кринж?,воу воу воу
Чё? У меня не грузит,Это кринж?,воу воу воу,Даже не ругательство
,,,Ну по сути да
,,Ну по сути да,Сидит и тегает и удаляет а я не сплю
,,,А мне ещё на следующий этап задачи вам писать
,,А мне ещё на следующий этап задачи вам писать,Можем с этим помочь
,А мне ещё на следующий этап задачи вам писать,Можем с этим помочь,разметить 100000000000000 картинок?
А мне ещё на следующий этап задачи вам писать,Можем с этим помочь,разметить 100000000000000 картинок?,"Ага, зато тест дата будет у нас"
,,,"Socratic model или yalm 175b в коллабе
Выбор не простой"
,,"Socratic model или yalm 175b в коллабе
Выбор не простой",при том бесплатно
,,,В принципе ещё мб multimodal diffusion
,,В принципе ещё мб multimodal diffusion,эээээ
,В принципе ещё мб multimodal diffusion,эээээ,Ну тип Optimus Bert/gpt
,,,Хз пока не решил
,,Хз пока не решил,ждём хакатона
,Хз пока не решил,ждём хакатона,Running
Хз пока не решил,ждём хакатона,Running,"Внутри unet
Ещё картиночки
Эхх"
,,,звучит круто
,,звучит круто,нет
,звучит круто,нет,да.
,,,го
,,го,больно
,,,особенно тому кто бейз делать будет
,,особенно тому кто бейз делать будет,Зато потом его потюнить и победа в кармане
,,,ему будет очень больно или будет больно нам
,,ему будет очень больно или будет больно нам,всем будет больно
,,,надеюсь что все таки первое
,,надеюсь что все таки первое,"никита, что за слова?
я думал ты приличный мальчик"
,надеюсь что все таки первое,"никита, что за слова?
я думал ты приличный мальчик","Да нормальное слово, бывает тут и хуже"
,,,Можете скинуть положение профиля? И когда будут итоги?
,,Можете скинуть положение профиля? И когда будут итоги?,ты думаешь ты не пройдешь со 2 места?
,Можете скинуть положение профиля? И когда будут итоги?,ты думаешь ты не пройдешь со 2 места?,Не. Почитать хочу
,,,Это трек и 10 и 9?
,,Это трек и 10 и 9?,da
,Это трек и 10 и 9?,da,его обогнали и он расстроился
Это трек и 10 и 9?,da,его обогнали и он расстроился,А был ли смысл размечать полностью все видео? Это улучшало качество?
da,его обогнали и он расстроился,А был ли смысл размечать полностью все видео? Это улучшало качество?,"0.9 как получили по твоему?)
это задача простая априори. ее можно решить логрегом или без трейна вообще
см clip"
,,,"Да берёшь клип, предиктишь батчами кадры из видео, смотришь самый частотный класс, он будет ответом"
,,"Да берёшь клип, предиктишь батчами кадры из видео, смотришь самый частотный класс, он будет ответом",Вручную размечать - плохая идея?
,"Да берёшь клип, предиктишь батчами кадры из видео, смотришь самый частотный класс, он будет ответом",Вручную размечать - плохая идея?,она бесполезная
,,,Ну если слово batch inference наводит ужас - по кадрам тупо
,,,А это плохо?
,,А это плохо?,"Несбалансированная выборка, в чем проблема?"
,А это плохо?,"Несбалансированная выборка, в чем проблема?",Ее же нужно было обрезать для равномерности?
А это плохо?,"Несбалансированная выборка, в чем проблема?",Ее же нужно было обрезать для равномерности?,"или же серфишь инет, чтобы пополнить классы где мало данных"
"Несбалансированная выборка, в чем проблема?",Ее же нужно было обрезать для равномерности?,"или же серфишь инет, чтобы пополнить классы где мало данных","Слушайте, а есть ли какие-то ресурсы с данными для обучения или все ручками?"
Ее же нужно было обрезать для равномерности?,"или же серфишь инет, чтобы пополнить классы где мало данных","Слушайте, а есть ли какие-то ресурсы с данными для обучения или все ручками?","можешь посмотреть сайты где продаются стоковые видео для монтажа, они как раз <1 минуты"
"или же серфишь инет, чтобы пополнить классы где мало данных","Слушайте, а есть ли какие-то ресурсы с данными для обучения или все ручками?","можешь посмотреть сайты где продаются стоковые видео для монтажа, они как раз <1 минуты",Кст норм идея
,,,ээто шо
,,ээто шо,"Всм?
Ну если б ты обрезал, мало данных бы осталось
Очень"
,ээто шо,"Всм?
Ну если б ты обрезал, мало данных бы осталось
Очень","Ну есть два варианта - либо ты аугаешь то чего меньше, либо обрезаешь чего больше (хуже)
Ну опять же, эта соревка хорошо решается zs
Причем можно 2б модель засунуть в инферегс"
ээто шо,"Всм?
Ну если б ты обрезал, мало данных бы осталось
Очень","Ну есть два варианта - либо ты аугаешь то чего меньше, либо обрезаешь чего больше (хуже)
Ну опять же, эта соревка хорошо решается zs
Причем можно 2б модель засунуть в инферегс",В плане без библиотеки
"Всм?
Ну если б ты обрезал, мало данных бы осталось
Очень","Ну есть два варианта - либо ты аугаешь то чего меньше, либо обрезаешь чего больше (хуже)
Ну опять же, эта соревка хорошо решается zs
Причем можно 2б модель засунуть в инферегс",В плане без библиотеки,"типа да ты получишь скор но пройти в финал можно и без него
а так ты потратишь уйму времени просто на разметку и за это тебе скажут молодец а если еще и скинешь решение товарищам то вообще дисквал и ты в пролете
зачем рисковать"
"Ну есть два варианта - либо ты аугаешь то чего меньше, либо обрезаешь чего больше (хуже)
Ну опять же, эта соревка хорошо решается zs
Причем можно 2б модель засунуть в инферегс",В плане без библиотеки,"типа да ты получишь скор но пройти в финал можно и без него
а так ты потратишь уйму времени просто на разметку и за это тебе скажут молодец а если еще и скинешь решение товарищам то вообще дисквал и ты в пролете
зачем рисковать","Нормально, что было много мусорных видео, не относящихся ни к одному классу?"
В плане без библиотеки,"типа да ты получишь скор но пройти в финал можно и без него
а так ты потратишь уйму времени просто на разметку и за это тебе скажут молодец а если еще и скинешь решение товарищам то вообще дисквал и ты в пролете
зачем рисковать","Нормально, что было много мусорных видео, не относящихся ни к одному классу?","Да
Ну можно было stack more layers  и не думать
Just google it"
"типа да ты получишь скор но пройти в финал можно и без него
а так ты потратишь уйму времени просто на разметку и за это тебе скажут молодец а если еще и скинешь решение товарищам то вообще дисквал и ты в пролете
зачем рисковать","Нормально, что было много мусорных видео, не относящихся ни к одному классу?","Да
Ну можно было stack more layers  и не думать
Just google it","Жалко
Нет ничего. Так только по мелочи. Я думал может знает кто-то"
"Нормально, что было много мусорных видео, не относящихся ни к одному классу?","Да
Ну можно было stack more layers  и не думать
Just google it","Жалко
Нет ничего. Так только по мелочи. Я думал может знает кто-то","Что в итоге будет?
А то 0 инфы
ничего не ясно"
,,,Это катбуст?..
,,Это катбуст?..,да
,,,Хммм
,,Хммм,хмм)))
,,,Вот так не шарят код
,,Вот так не шарят код,Я чисто быстро параметры скинуть
,,,наученные опытом сразу скринят инсайды
,,,"я примерно понимаю, что за за соревка))"
,,"я примерно понимаю, что за за соревка))",вк?
,"я примерно понимаю, что за за соревка))",вк?,Та не. Только если ансамбль пилит
,,,Ты бы хотя апострофами выделил бы
,,Ты бы хотя апострофами выделил бы,задача быстро ж
,Ты бы хотя апострофами выделил бы,задача быстро ж,Поэтому
Ты бы хотя апострофами выделил бы,задача быстро ж,Поэтому,Типа пока ты бы ставил их понял куда шлешь + выглядит красивее и копировать в 1 клик
,,,че то ваще не в курсе сорев щас
,,,Там берта на изи 80 + выбирает просто на тексте обученная
,,Там берта на изи 80 + выбирает просто на тексте обученная,хз я только щас узнал про эту соревку
,Там берта на изи 80 + выбирает просто на тексте обученная,хз я только щас узнал про эту соревку,Не поздно залететь
,,,Там см метрику надо
,,Там см метрику надо,"ну завтра че нибудь сделаю
мб"
,,,Гг меня забанили
,,Гг меня забанили,Серьёзно?
,Гг меня забанили,Серьёзно?,да
,,,Бдимо и ии для кого-то поменялись местами походу)
,,Бдимо и ии для кого-то поменялись местами походу),Я так понимаю люди в чат по ии пишут про бдимо
,Бдимо и ии для кого-то поменялись местами походу),Я так понимаю люди в чат по ии пишут про бдимо,"всм
с чата?"
Бдимо и ии для кого-то поменялись местами походу),Я так понимаю люди в чат по ии пишут про бдимо,"всм
с чата?",Нет
Я так понимаю люди в чат по ии пишут про бдимо,"всм
с чата?",Нет,с соревы?
,,,Я продал решение 10 людям меня спалили
,,Я продал решение 10 людям меня спалили,"О, значит я теперь уже на 137, максимум, спасибо большое тебе)"
,Я продал решение 10 людям меня спалили,"О, значит я теперь уже на 137, максимум, спасибо большое тебе)","Так я может в сотку войду как не покупавший, не продававший и не кравший решения)"
Я продал решение 10 людям меня спалили,"О, значит я теперь уже на 137, максимум, спасибо большое тебе)","Так я может в сотку войду как не покупавший, не продававший и не кравший решения)",тебе бы спецном за лучшую валидацию
"О, значит я теперь уже на 137, максимум, спасибо большое тебе)","Так я может в сотку войду как не покупавший, не продававший и не кравший решения)",тебе бы спецном за лучшую валидацию,И подбор модели почти что методом тыка из-за отсутствия опыта - ага
,,,за сколько продавал?
,,,10к
,,10к,надеюсь робуксов
,10к,надеюсь робуксов,
,,+,Надо уметь использовать свои недостатки)
,,,"Кстати я в итоге там swim3d хорошо фитнул с warmup, но для того чтобы он в сабмите отработал надо было обновить torchvision, а докер собирался долго, короче не успел, обучил по быстрому resnet200d с размороженным последним блоком(layer4) + сделал норм валидацию + поставил батя больше (16) и оно на 80 процентах загрузки прервалось..."
,,"Кстати я в итоге там swim3d хорошо фитнул с warmup, но для того чтобы он в сабмите отработал надо было обновить torchvision, а докер собирался долго, короче не успел, обучил по быстрому resnet200d с размороженным последним блоком(layer4) + сделал норм валидацию + поставил батя больше (16) и оно на 80 процентах загрузки прервалось...",И там и там f1 был между 0.8 и 0.9
,,,батя
,,,"Поэтому ещё можно спецом ""неудачник года"", и ""всё в последний момент"")"
,,"Поэтому ещё можно спецом ""неудачник года"", и ""всё в последний момент"")",лол у тебя месяц был
,"Поэтому ещё можно спецом ""неудачник года"", и ""всё в последний момент"")",лол у тебя месяц был,"Ещё школа(круглый отличник, поэтому забить, как понимаете никто не даст), китайский, МАН(иначе Альтаир), другие олимпиады, да и ещё мне спать нужно в сутки аж 12 часов иначе мне плохо(сегодня после вчерашнего еле живой)"
"Поэтому ещё можно спецом ""неудачник года"", и ""всё в последний момент"")",лол у тебя месяц был,"Ещё школа(круглый отличник, поэтому забить, как понимаете никто не даст), китайский, МАН(иначе Альтаир), другие олимпиады, да и ещё мне спать нужно в сутки аж 12 часов иначе мне плохо(сегодня после вчерашнего еле живой)",А ещё я за прошлый учебный год сдал 8 и 9 класс экстернатом с красным аттестатом
лол у тебя месяц был,"Ещё школа(круглый отличник, поэтому забить, как понимаете никто не даст), китайский, МАН(иначе Альтаир), другие олимпиады, да и ещё мне спать нужно в сутки аж 12 часов иначе мне плохо(сегодня после вчерашнего еле живой)",А ещё я за прошлый учебный год сдал 8 и 9 класс экстернатом с красным аттестатом,
,,,конечно за минуту до дедлайна это всегда хорошее решение
,,конечно за минуту до дедлайна это всегда хорошее решение,фига се
,,,12 часов
,,12 часов,У меня мальформация Киари + вегето-сосудистая дистония и другие неприятные вещи из-за этого
,12 часов,У меня мальформация Киари + вегето-сосудистая дистония и другие неприятные вещи из-за этого,Ппц
,,,Я максимум часов 5 в сутки сплю
,,Я максимум часов 5 в сутки сплю,зачем вообще спать
,Я максимум часов 5 в сутки сплю,зачем вообще спать,+
,,,А ты в каком классе?
,,А ты в каком классе?,10
,,,"Ааа, ну тогда понятно"
,,"Ааа, ну тогда понятно",да ты крутой
,"Ааа, ну тогда понятно",да ты крутой,Крут
,,,а как насчет того чтобы выйти на улицу и познакомиться с девочкой
,,а как насчет того чтобы выйти на улицу и познакомиться с девочкой,"Да ну, мне и так от бывших одноклассниц бегать по школе приходится"
,а как насчет того чтобы выйти на улицу и познакомиться с девочкой,"Да ну, мне и так от бывших одноклассниц бегать по школе приходится",what a man you are
а как насчет того чтобы выйти на улицу и познакомиться с девочкой,"Да ну, мне и так от бывших одноклассниц бегать по школе приходится",what a man you are,"Единственный в школе(за ближайшее десятилетие минимум) закончил, 8 и 9 класс за один учебный год"
"Да ну, мне и так от бывших одноклассниц бегать по школе приходится",what a man you are,"Единственный в школе(за ближайшее десятилетие минимум) закончил, 8 и 9 класс за один учебный год",скучновато
,,,Тоже так хочу
,,,лучше 50 отжиманий сделать
,,лучше 50 отжиманий сделать,"Не, я 30 макс могу, от 100 точно навенусь"
,лучше 50 отжиманий сделать,"Не, я 30 макс могу, от 100 точно навенусь",30 делаешь
,,,а потом за тупость 100 накинуть
,,а потом за тупость 100 накинуть,принимается
,,,стоишь планку
,,стоишь планку,Да ну вас
,стоишь планку,Да ну вас,сколько в планке стоишь?
,,,"отдыхаешь во время планки
потом еще 30"
,,,"Я по физре конспекты и тесты пишу только, ты чего)"
,,"Я по физре конспекты и тесты пишу только, ты чего)",А ещё я на индивидуальном
,"Я по физре конспекты и тесты пишу только, ты чего)",А ещё я на индивидуальном,Бывшие одноклассники бегают чтобы привет сказать
"Я по физре конспекты и тесты пишу только, ты чего)",А ещё я на индивидуальном,Бывшие одноклассники бегают чтобы привет сказать,даже они бегают
,,,дизреспект
,,,лучше бы в раздевалке драки устраивал
,,лучше бы в раздевалке драки устраивал,"Ага, что бы потом двери новые вставляли и стены ремонтировали?"
,лучше бы в раздевалке драки устраивал,"Ага, что бы потом двери новые вставляли и стены ремонтировали?",как только вставляют - нужно сломать
лучше бы в раздевалке драки устраивал,"Ага, что бы потом двери новые вставляли и стены ремонтировали?",как только вставляют - нужно сломать,хахахахах рил
"Ага, что бы потом двери новые вставляли и стены ремонтировали?",как только вставляют - нужно сломать,хахахахах рил,крутая ава
,,,"+++
У меня астма и заниматься нельзя"
,,"+++
У меня астма и заниматься нельзя",Ты чего такой буйный???
,"+++
У меня астма и заниматься нельзя",Ты чего такой буйный???,"так это база
у нас в шк на кажой перемене
по расписанию
в раздевалке"
,,,так тайлер сказал
,,так тайлер сказал,
,,,"+
топ
лучшая
а ты?"
,,"+
топ
лучшая
а ты?",засиделся
,"+
топ
лучшая
а ты?",засиделся,сколько пробегаешь за 10 минут?
"+
топ
лучшая
а ты?",засиделся,сколько пробегаешь за 10 минут?,"Хз
Времени нет"
засиделся,сколько пробегаешь за 10 минут?,"Хз
Времени нет",побегать?
,,,"Если что я сейчас китайский делаю, поэтому и на вас сейчас не особо время есть"
,,"Если что я сейчас китайский делаю, поэтому и на вас сейчас не особо время есть",чин чан чон чи
,,,Нормально у вас английский импортозаместили
,,Нормально у вас английский импортозаместили,"Не, английский в школе так и есть, китайский это доп + не в школе"
,Нормально у вас английский импортозаместили,"Не, английский в школе так и есть, китайский это доп + не в школе",
