context_3,context_2,context_1,response
,,а что так,Обнови и ещё раз отправь
,а что так,Обнови и ещё раз отправь,не помогает
,,,Обучи пока что без куды
,,Обучи пока что без куды,с интернетом мб проблемы
,Обучи пока что без куды,с интернетом мб проблемы,А какие цифры каким классам при проверке соответствуют?
Обучи пока что без куды,с интернетом мб проблемы,А какие цифры каким классам при проверке соответствуют?,"Прикол, что в первой раз упал на эпохах, потом я намворкер уменьшил, он упал вот там где и сейчас, потом поставил конфиг как было и он опять там же падает"
,,,хз тогда
,,хз тогда,
,,,"Поздравляю, у вас проблема при расчете лосса"
,,"Поздравляю, у вас проблема при расчете лосса",там на самом деле дофига проблем может быть
,"Поздравляю, у вас проблема при расчете лосса",там на самом деле дофига проблем может быть,Эта самая частая
,,,"Бывает когда кроссэнтропия хочет принять 10 индексов, а получает больше или меньше, но не 10"
,,,проще перезапустить среду
,,проще перезапустить среду,Проще её поменять в колабе)
,,,"и проверить, где она возникает"
,,,"я короче опять всё перезагрузил, та ошибка пропала, теперь вот эта"
,,"я короче опять всё перезагрузил, та ошибка пропала, теперь вот эта",ну сделай отладку
,,,зачем ты кидаешь каждую ошибку в чат
,,,"ребят, привет, есть способ быстро загрузить данные в колаб? у меня папка с видео грузится минут 20... и тратит время пользования гпу..."
,,"ребят, привет, есть способ быстро загрузить данные в колаб? у меня папка с видео грузится минут 20... и тратит время пользования гпу...",загрузи на гугл диск
,,,"а на колабе можно прям с него всё брать, не скачивая"
,,"а на колабе можно прям с него всё брать, не скачивая",спасибо за идею! так и сделаю
,,,колаб про запрещён?
,,колаб про запрещён?,"формально да, но если ты будешь его использовать, всем пофиг"
,,,"Конечно, осуждаем колаб про"
,,,"а можно поинтересоваться почему? Мы же все не в равных условиях, мб у кого-то дома стоит 3090 и что мне делать? 🤔"
,,"а можно поинтересоваться почему? Мы же все не в равных условиях, мб у кого-то дома стоит 3090 и что мне делать? 🤔",Остается лишь завидовать
,"а можно поинтересоваться почему? Мы же все не в равных условиях, мб у кого-то дома стоит 3090 и что мне делать? 🤔",Остается лишь завидовать,"значит я могу пойти купить 3090, спасибо"
"а можно поинтересоваться почему? Мы же все не в равных условиях, мб у кого-то дома стоит 3090 и что мне делать? 🤔",Остается лишь завидовать,"значит я могу пойти купить 3090, спасибо","если конечно можешь, откуда деньги?"
Остается лишь завидовать,"значит я могу пойти купить 3090, спасибо","если конечно можешь, откуда деньги?",мб он работает дсером
"значит я могу пойти купить 3090, спасибо","если конечно можешь, откуда деньги?",мб он работает дсером,Дсеры столько не зарабатывают
"если конечно можешь, откуда деньги?",мб он работает дсером,Дсеры столько не зарабатывают,3090 щас неоч дорого кста
мб он работает дсером,Дсеры столько не зарабатывают,3090 щас неоч дорого кста,Эт да
,,,ну и щас с карты российского банка его не оплатить
,,ну и щас с карты российского банка его не оплатить,супер 👍
,,,на финал тебе выдадут v100
,,на финал тебе выдадут v100,или a100 80gb
,на финал тебе выдадут v100,или a100 80gb,вау
,,,вкладывал в кладовки 😎
,,,Но мне лень собирать комп для этой печки
,,Но мне лень собирать комп для этой печки,а как egpu
,Но мне лень собирать комп для этой печки,а как egpu,ЕГЭгпу?
Но мне лень собирать комп для этой печки,а как egpu,ЕГЭгпу?,ну у тебя же есть мак
а как egpu,ЕГЭгпу?,ну у тебя же есть мак,Нет
,,,одолжишь тогда?
,,одолжишь тогда?,Только во снах
,одолжишь тогда?,Только во снах,
,,,за первое место не давали?
,,за первое место не давали?,Деньгами дали
,,,"нет
дали 650к
вместо 500"
,,,ну боксы для гпу есть и для не маков
,,ну боксы для гпу есть и для не маков,Скинь пример
,,,тебе придётся бпшник ещё покупать
,,тебе придётся бпшник ещё покупать,"Просто я боюсь что если подключается через порт в ноуте, то скорость может жёстко просесть"
,,,+ дофига чего
,,+ дофига чего,некоторые боксы дороже 3090
,+ дофига чего,некоторые боксы дороже 3090,смысл брать 3090
+ дофига чего,некоторые боксы дороже 3090,смысл брать 3090,Когда есть A100
,,,Ага...
,,Ага...,проще комп собрать для 1 карты
,Ага...,проще комп собрать для 1 карты,"🌚
+
сразу h100"
,,,на ebay за 40к v100
,,на ebay за 40к v100,там ток радиатор докупить надо
,на ebay за 40к v100,там ток радиатор докупить надо,Всего-то
,,,продают
,,продают,"ссылку
пж"
,продают,"ссылку
пж","Всего-то постараться, чтобы при включении не сгорела"
продают,"ссылку
пж","Всего-то постараться, чтобы при включении не сгорела",лоооол
"ссылку
пж","Всего-то постараться, чтобы при включении не сгорела",лоооол,с портами выглядит как ESP
"Всего-то постараться, чтобы при включении не сгорела",лоооол,с портами выглядит как ESP,да
лоооол,с портами выглядит как ESP,да,"Когда-нибудь, я обязательно сделаю/соберу свой сервер"
,,,А пока буду довольствоваться тем что есть
,,А пока буду довольствоваться тем что есть,n a100 80 gb?)))
,А пока буду довольствоваться тем что есть,n a100 80 gb?))),Только такиие
,,,Надеюсь к этому моменту Сбер будет по скидке продавать A100
,,Надеюсь к этому моменту Сбер будет по скидке продавать A100,+
,,,Зочем
,,Зочем,Зимой греться
,,,"Что обозначают цифры 32x4d в ""resnext50_32x4d""?"
,,"Что обозначают цифры 32x4d в ""resnext50_32x4d""?",Посмотри документацию resnet на гите timm
,,,Который rwightman?
,,,"как думаете, норм идея просто из каждого видео брать несколько кадров, и с помощью vgg16 по ним делать предикты? с бейзлайном, скорее всего, за 4 дня не разберусь, а свёрточные сетки были на всеросе по ии в основном этапе"
,,"как думаете, норм идея просто из каждого видео брать несколько кадров, и с помощью vgg16 по ним делать предикты? с бейзлайном, скорее всего, за 4 дня не разберусь, а свёрточные сетки были на всеросе по ии в основном этапе",в бейзлайне так и делается
,,,есть всерос по ии?
,,есть всерос по ии?,ну за нее ничего не дают
,,,просто такое название
,,просто такое название,"только вместо vgg16 resnet
просто там стоит рннка
вконце"
,,,рнн это что-то на двачевском?
,,рнн это что-то на двачевском?,"Работа Не Нужна, да >_^"
,рнн это что-то на двачевском?,"Работа Не Нужна, да >_^","а, это из серии тнн"
,,,"recurent neural network, а так да, ток на 4ch"
,,,а в том видео с разбором бейза сам ноутбук с обучением сетки разбирается?
,,а в том видео с разбором бейза сам ноутбук с обучением сетки разбирается?,"тот, кто вёл разбор, тоже разбирается"
,,да,Но сейчас речь о реккуретных нейонках
,,,А во сколько попытки обновляются?
,,А во сколько попытки обновляются?,00:00
,,,По мск?
,,По мск?,"Не, по Азербайджану вроде"
,,,"Ладно, тупой вопрос"
,,"Ладно, тупой вопрос","А сколько должно быть быть видео в трейне? Просто хочу понять, что не потерял файлы"
,"Ладно, тупой вопрос","А сколько должно быть быть видео в трейне? Просто хочу понять, что не потерял файлы",≈523
"Ладно, тупой вопрос","А сколько должно быть быть видео в трейне? Просто хочу понять, что не потерял файлы",≈523,"522
ну это в csv
в папке с видосами может быть больше"
"А сколько должно быть быть видео в трейне? Просто хочу понять, что не потерял файлы",≈523,"522
ну это в csv
в папке с видосами может быть больше","Аааа
поянл
я думал что их число сходится
спасибо"
,,,А обязательно брать порядок классов такой же как в бэйзе?
,,А обязательно брать порядок классов такой же как в бэйзе?,"у тебя в бейзе на выходе получается csv файл, где ответом является индекс класса, а не его название."
,А обязательно брать порядок классов такой же как в бэйзе?,"у тебя в бейзе на выходе получается csv файл, где ответом является индекс класса, а не его название.",и именно этот файл проверятся после работы run.py
,,,"когда их в числа переводят
я просто LabelEncoder из sklearn брал
и обучал на другом индексировании классов"
,,"когда их в числа переводят
я просто LabelEncoder из sklearn брал
и обучал на другом индексировании классов",да
,"когда их в числа переводят
я просто LabelEncoder из sklearn брал
и обучал на другом индексировании классов",да,"А если я им свой порядок прикреплю?)))
да
знаю"
,,,просто я обучал на других индексах
,,просто я обучал на других индексах,поменяй индексы у предикта
,,,"ну создай функцию перестановки
заведи словарь
способов много"
,,"ну создай функцию перестановки
заведи словарь
способов много",типо мне в получившемся csv заменить на их индексы?
,"ну создай функцию перестановки
заведи словарь
способов много",типо мне в получившемся csv заменить на их индексы?,"да
можешь поменять порядок весов
в линейном слое
тогда индексы менять не надо)))))"
"ну создай функцию перестановки
заведи словарь
способов много",типо мне в получившемся csv заменить на их индексы?,"да
можешь поменять порядок весов
в линейном слое
тогда индексы менять не надо)))))",а как это сделать? ?_?
типо мне в получившемся csv заменить на их индексы?,"да
можешь поменять порядок весов
в линейном слое
тогда индексы менять не надо)))))",а как это сделать? ?_?,он про веса
"да
можешь поменять порядок весов
в линейном слое
тогда индексы менять не надо)))))",а как это сделать? ?_?,он про веса,"ладно, спасибо, попробую"
а как это сделать? ?_?,он про веса,"ладно, спасибо, попробую","да.
ну если ты поменяешь строки местами
в весах
то поменяешь индексы, которые будут выдаваться
не
Вадиму
))))"
,,,"Можете пж подсказать, что тут не то? Я модель как-то не так подгружаю?"
,,"Можете пж подсказать, что тут не то? Я модель как-то не так подгружаю?","Кст, у меня именно с сегодняшнего дня тоже такая ошибка появилась"
,,,"спасибо, заработало"
,,"спасибо, заработало","ава топ
да"
,"спасибо, заработало","ава топ
да","Ребят, всем привет. У меня пути вроде все правильно указаны, но все равно встает на загрузке видео =( 
Что может помочь?
Отдебажил принтами, проблема решена"
,,,"А если в одной команде 2 человека, но оба загрузили хороший скор, то оба пройдут? Или одного выгонят?"
,,"А если в одной команде 2 человека, но оба загрузили хороший скор, то оба пройдут? Или одного выгонят?",выживает сильнейший
,,,обоих выгонят
,,обоих выгонят,"Ну все, пойду выгоню сокомандовца"
,обоих выгонят,"Ну все, пойду выгоню сокомандовца",давай
обоих выгонят,"Ну все, пойду выгоню сокомандовца",давай,Однозначно
,,,"А можете ещё помочь, с тем, что не понимаю откуда LayerNorm2d, в torch.nn и torchvision нету, а в модели моей он используется"
,,"А можете ещё помочь, с тем, что не понимаю откуда LayerNorm2d, в torch.nn и torchvision нету, а в модели моей он используется",https://github.com/rwightman/pytorch-image-models/blob/main/timm/layers/norm.py#L59
,,,в тимм есть
,,в тимм есть,Спасибо
,в тимм есть,Спасибо,"ну там просто ставятся каналы последним шейпом
чтобы можно было задать количество каналов
а так обычный layernorm"
в тимм есть,Спасибо,"ну там просто ставятся каналы последним шейпом
чтобы можно было задать количество каналов
а так обычный layernorm",На 2 этапе участие индивидуальное
,,,Так всем надо сделать?
,,Так всем надо сделать?,"нет, только максиму тарасенко"
,Так всем надо сделать?,"нет, только максиму тарасенко",Спасибо
,,,"ребята, нужна помощь, супер долго потел на моделью и вот недавно закончил и возникла новая проблема, не могу загрузить решение, есть какая-нибудь методичка или просто подскажите?"
,,"ребята, нужна помощь, супер долго потел на моделью и вот недавно закончил и возникла новая проблема, не могу загрузить решение, есть какая-нибудь методичка или просто подскажите?","Посмотри, как сделано в бейзлане. Ещё разобрано в недавнем... Разборе"
,"ребята, нужна помощь, супер долго потел на моделью и вот недавно закончил и возникла новая проблема, не могу загрузить решение, есть какая-нибудь методичка или просто подскажите?","Посмотри, как сделано в бейзлане. Ещё разобрано в недавнем... Разборе",я не слежу за чатом
,,,"спасибо, сейчас пойду делать
настоящий мужчина"
,,,"модель то я загрузил, а вот засабмитить не могу"
,,"модель то я загрузил, а вот засабмитить не могу","Посмотри разбор
https://vk.com/im?sel=155425776&z=video-165533067_456239151%2F8c58712919fce28bba"
,,,проверь конфиги
,,проверь конфиги,В сабмите значит другую модель создаёшь и поэтому на неё не накладываются веса
,,,"у тебя размер рннки меньше, чем надо"
,,"у тебя размер рннки меньше, чем надо","да, я заметил"
,"у тебя размер рннки меньше, чем надо","да, я заметил",В конфиге у тебя 2 слоя а в весах 1 + другой размер слоя
,,,"Поставь в конфиге 2048 ячеек, 1 слой"
,,"Поставь в конфиге 2048 ячеек, 1 слой","Люди, а на проверке какие классы каким цифрам соответствуют?
animal например 0 или 1?"
,"Поставь в конфиге 2048 ячеек, 1 слой","Люди, а на проверке какие классы каким цифрам соответствуют?
animal например 0 или 1?",Всё же написано на одс
"Поставь в конфиге 2048 ячеек, 1 слой","Люди, а на проверке какие классы каким цифрам соответствуют?
animal например 0 или 1?",Всё же написано на одс,"Кто знает, где код BEiT для vqa взять?
Везде только для image classification и semantic segmentation
Потому что валидация не есть тестовый датасет?"
"Люди, а на проверке какие классы каким цифрам соответствуют?
animal например 0 или 1?",Всё же написано на одс,"Кто знает, где код BEiT для vqa взять?
Везде только для image classification и semantic segmentation
Потому что валидация не есть тестовый датасет?",тест кривой
,,,потому что вал выборка кривая
,,потому что вал выборка кривая,и это тоже
,,,")
скорее всего просто распределение классов в ней
не соответствует распределению в тесте
поэтому и кривое
(поэтому не советую мерять accuracy на вале)"
,,,"лучше по f1, стабильней будет"
,,"лучше по f1, стабильней будет",у меня и ф1 единичка была)
,"лучше по f1, стабильней будет",у меня и ф1 единичка была),даже на 3 процентах бывает
"лучше по f1, стабильней будет",у меня и ф1 единичка была),даже на 3 процентах бывает,у тебя просто вал мелкий
у меня и ф1 единичка была),даже на 3 процентах бывает,у тебя просто вал мелкий,"Size of Training Set: 506, Validation Set: 16"
,,,"Кстати, Сеня, помнишь ты говорил, что BLIP не используют для vqa?"
,,"Кстати, Сеня, помнишь ты говорил, что BLIP не используют для vqa?","я говорил, что опенсурс версии для vqa норм нет"
,,,"У него на test-dev 78.25
Я буду защищать интересы BLIP'а
)"
,,"У него на test-dev 78.25
Я буду защищать интересы BLIP'а
)","хотя есть, да
а нет
нету
)
там только base vit)"
,"У него на test-dev 78.25
Я буду защищать интересы BLIP'а
)","хотя есть, да
а нет
нету
)
там только base vit)","BEiT тоже не выкладывает
Только OFA получается"
,,,clip + gpt
,,clip + gpt,"Хорошая штука, но мне кажется, иногда это будет давать сбои из-за кривого описания"
,,,чел
,,чел,"Как
Я не умею"
,чел,"Как
Я не умею","ну суй эмбеддинги клипа
в гпт
и всё"
чел,"Как
Я не умею","ну суй эмбеддинги клипа
в гпт
и всё",Так можно?
"Как
Я не умею","ну суй эмбеддинги клипа
в гпт
и всё",Так можно?,"да
какая разница, какие вектора сувать"
"ну суй эмбеддинги клипа
в гпт
и всё",Так можно?,"да
какая разница, какие вектора сувать","Сказал Сеня, засовывая 10-мерную матрицу в реснет"
Так можно?,"да
какая разница, какие вектора сувать","Сказал Сеня, засовывая 10-мерную матрицу в реснет","ну смотри, у тебя эмбеддинги любой фигни это тензор (b, l, e)
ты просто берешь и линейным слоем приводишь эмбеддинги клипа, к embedding size gpt
далее конкатишь с текстовыми
и учишь"
"да
какая разница, какие вектора сувать","Сказал Сеня, засовывая 10-мерную матрицу в реснет","ну смотри, у тебя эмбеддинги любой фигни это тензор (b, l, e)
ты просто берешь и линейным слоем приводишь эмбеддинги клипа, к embedding size gpt
далее конкатишь с текстовыми
и учишь","Почитаю сейчас про это, не знал, что такое возможно"
"Сказал Сеня, засовывая 10-мерную матрицу в реснет","ну смотри, у тебя эмбеддинги любой фигни это тензор (b, l, e)
ты просто берешь и линейным слоем приводишь эмбеддинги клипа, к embedding size gpt
далее конкатишь с текстовыми
и учишь","Почитаю сейчас про это, не знал, что такое возможно","если у тебя f1 дал 1, то любая метрика  будет максимальной
мало
я без вала оверфитом сделал 0.82"
,,,случайно
,,случайно,"Как говорится ""за случайно бьют отчаянно""🤣"
,,,"ну я пока на валидационой до 0.9 не дошёл, 0.85 рекорд"
,,"ну я пока на валидационой до 0.9 не дошёл, 0.85 рекорд",а паблик какой
,,,Но в вале 192 видео
,,,упс
,,упс,Пересекаются выборки?
,,,Упс кто-то спалил тимворк
,,Упс кто-то спалил тимворк,ты про что?
,Упс кто-то спалил тимворк,ты про что?,Там чел спалил тимворк
Упс кто-то спалил тимворк,ты про что?,Там чел спалил тимворк,Откуда инфа?
,,,"Жалко, что он запрещен"
,,"Жалко, что он запрещен",Где?
,"Жалко, что он запрещен",Где?,+
"Жалко, что он запрещен",Где?,+,Привет! Можно ли как то запустить докер на сервере без docker hub?
Где?,+,Привет! Можно ли как то запустить докер на сервере без docker hub?,нет
,,,"Что за рофл? Почему решение грузит уже два часа? 
Модель та же самая, что и в сабмите, который работал 5 минут, но с другими весами"
,,"Что за рофл? Почему решение грузит уже два часа? 
Модель та же самая, что и в сабмите, который работал 5 минут, но с другими весами",Последние дни сабмита мб?
,,,Вообще хз
,,Вообще хз,"17 же, нет?"
,Вообще хз,"17 же, нет?","16, но всё равно я ляпнул чего-то не то"
Вообще хз,"17 же, нет?","16, но всё равно я ляпнул чего-то не то",сколько людей проходит на следующий этап?
"17 же, нет?","16, но всё равно я ляпнул чего-то не то",сколько людей проходит на следующий этап?,100
,,,а после дедлайна пересчет будет?
,,а после дедлайна пересчет будет?,а зачем пересчет нужен?
,а после дедлайна пересчет будет?,а зачем пересчет нужен?,чтобы было повеселее
,,,"На приватных данных ещё посчитают, сейчас тебе показывают только паблик"
,,"На приватных данных ещё посчитают, сейчас тебе показывают только паблик","Чисто настроить бы нейросеть, чтобы она все данные потом пересылала тебе в личку :("
,,,"в теории может случится так, что ты на первом месте, а после пересчета
на 100 каком то
на изи"
,,,шейкап называется
,,шейкап называется,shayk же
,шейкап называется,shayk же,"э, ты не сливай модели на топ1"
,,,ага из оффлайна
,,ага из оффлайна,Именно
,,,Пусть позвонит
,,,договаривались же
,,договаривались же,с кем?)
,,,с тобой
,,с тобой,не было такого
,с тобой,не было такого,"ладно, я обманул"
,,,что с одс?
,,что с одс?,"Да, у меня такое было"
,что с одс?,"Да, у меня такое было",а что делать
что с одс?,"Да, у меня такое было",а что делать,"проверь количество слоёв rnn, да и просто config на соответствие"
"Да, у меня такое было",а что делать,"проверь количество слоёв rnn, да и просто config на соответствие",(strict=False)
,,,"я пробую отослать архив, который я уже отсылал и у меня появляется ошибка какае-то"
,,,я меня все мои последние решения с такими ошибками
,,я меня все мои последние решения с такими ошибками,криво чекпоинт грузиться
,,,"посмотри выше, там у кого-то была похожая проблема"
,,"посмотри выше, там у кого-то была похожая проблема","так прикол в том, что это решение я уже отправлял и оно нормально прошло
а сейчас не идёт"
,"посмотри выше, там у кого-то была похожая проблема","так прикол в том, что это решение я уже отправлял и оно нормально прошло
а сейчас не идёт","Я не ту структуру поставил в сеть
Когда сделал ту, с которой сохранял веса, то всё заработало
Хотя тут другое"
"посмотри выше, там у кого-то была похожая проблема","так прикол в том, что это решение я уже отправлял и оно нормально прошло
а сейчас не идёт","Я не ту структуру поставил в сеть
Когда сделал ту, с которой сохранял веса, то всё заработало
Хотя тут другое",извините
"так прикол в том, что это решение я уже отправлял и оно нормально прошло
а сейчас не идёт","Я не ту структуру поставил в сеть
Когда сделал ту, с которой сохранял веса, то всё заработало
Хотя тут другое",извините,?
"Я не ту структуру поставил в сеть
Когда сделал ту, с которой сохранял веса, то всё заработало
Хотя тут другое",извините,?,?
,,,А можно решение мое остановить? Оно уже 5 часов грузит
,,А можно решение мое остановить? Оно уже 5 часов грузит,Дай id решения
,,,по ods не к нему
,,по ods не к нему,Коротко: нет
,по ods не к нему,Коротко: нет,😍🥰
по ods не к нему,Коротко: нет,😍🥰,"Напиши, пожалуйста, почту и id в личку"
,,,"пытаюсь менять baseline.ipynb, папка video лежит в папке с бейзлайном, вроде пути сходятся, но при обучении вылезает это, в чём может быть проблема?"
,,"пытаюсь менять baseline.ipynb, папка video лежит в папке с бейзлайном, вроде пути сходятся, но при обучении вылезает это, в чём может быть проблема?",Поставь num_workers=0
,"пытаюсь менять baseline.ipynb, папка video лежит в папке с бейзлайном, вроде пути сходятся, но при обучении вылезает это, в чём может быть проблема?",Поставь num_workers=0,"перезапустил, заработало, спасибо)"
,,,"поставил, та же ошибка"
,,"поставил, та же ошибка","365 участников - количество дней в году
3400 - круглое число
16 декабря - степень двойки
14 ноября + 2 оставшихся дня - степень двойки"
,"поставил, та же ошибка","365 участников - количество дней в году
3400 - круглое число
16 декабря - степень двойки
14 ноября + 2 оставшихся дня - степень двойки","откуда 365
в ласт годах раза в 2 было меньше"
,,,ботов нагнали?
,,ботов нагнали?,"ну челы с ai arrow, много школьников рандомных от учителей"
,,,меня
,,меня,хайп
,меня,хайп,создаём видимость конкуренции
меня,хайп,создаём видимость конкуренции,на финале
,,,а завтра приват откроют или 16?
,,а завтра приват откроют или 16?,зачем тебе приват
,а завтра приват откроют или 16?,зачем тебе приват,новые скоры только на онлифансе
а завтра приват откроют или 16?,зачем тебе приват,новые скоры только на онлифансе,да
,,,"Ребят, кто то shayk обучал?"
,,"Ребят, кто то shayk обучал?",У меня лосс не падает уже 10 эпох
,"Ребят, кто то shayk обучал?",У меня лосс не падает уже 10 эпох,умножь на -1
,,,"Че делать?
Батч увеличить?"
,,"Че делать?
Батч увеличить?",и рости
,"Че делать?
Батч увеличить?",и рости,Шедулер поменять?
"Че делать?
Батч увеличить?",и рости,Шедулер поменять?,а зачем ты участвуешь
,,,для опыта?
,,для опыта?,Для призов
,,,"+, 7 классников же в финал не пускают"
,,"+, 7 классников же в финал не пускают",Я как 9ый класс записан
,,,Мне организаторы нто разрешили
,,Мне организаторы нто разрешили,"он другого чела зарегал
вместо себя
(меня)
и поделим приз 50/50"
,Мне организаторы нто разрешили,"он другого чела зарегал
вместо себя
(меня)
и поделим приз 50/50","можно же решения вплоть до 23:59 в пятницу?
посылать"
Мне организаторы нто разрешили,"он другого чела зарегал
вместо себя
(меня)
и поделим приз 50/50","можно же решения вплоть до 23:59 в пятницу?
посылать",нет
,,Можно,нет
,Можно,нет,"можно, пишишь в тп и просишь сменить профиль на 10-11"
,,,"Чего
Это был бы имбово как то слишком"
,,"Чего
Это был бы имбово как то слишком",Но будешь на финале предметный тур за 10-11 писать
,"Чего
Это был бы имбово как то слишком",Но будешь на финале предметный тур за 10-11 писать,в финале есть предметный тур?
"Чего
Это был бы имбово как то слишком",Но будешь на финале предметный тур за 10-11 писать,в финале есть предметный тур?,"да
но он не влияет на призы команды
нужно было первый этап тоже писать сразу
за 10-11"
Но будешь на финале предметный тур за 10-11 писать,в финале есть предметный тур?,"да
но он не влияет на призы команды
нужно было первый этап тоже писать сразу
за 10-11",+
,,,можно попробовать написать в поддержку НТО
,,можно попробовать написать в поддержку НТО,"Попробую, спасибо"
,,,мне в 9 говорили сразу участвовать
,,мне в 9 говорили сразу участвовать,а ты какой класс сейчас?
,мне в 9 говорили сразу участвовать,а ты какой класс сейчас?,11
,,,за 10-11
,,за 10-11,+
,,,легенда оверфита
,,легенда оверфита,ни
,,,"или правильно доразметил
таска крутая
да вот бы дал совет как поднялся
хочу также"
,,"или правильно доразметил
таска крутая
да вот бы дал совет как поднялся
хочу также","ну это доразметка той штуки хорошая
на привате будет меньше
гораздо
)"
,"или правильно доразметил
таска крутая
да вот бы дал совет как поднялся
хочу также","ну это доразметка той штуки хорошая
на привате будет меньше
гораздо
)","Он сказал что сам размечал, поэтому результат должен быть не оверфит а норм"
,,,это оверфит
,,это оверфит,.
,,,есть пересечения с пабликом
,,есть пересечения с пабликом,"Нет, тест перезалит"
,,,"тех видео
.
это именно он)
те неразмеченные видео пересекаются с ним
приват нет"
,,"тех видео
.
это именно он)
те неразмеченные видео пересекаются с ним
приват нет",да
,"тех видео
.
это именно он)
те неразмеченные видео пересекаются с ним
приват нет",да,"мне просто лень решать второй этап
это второй
да"
,,,same
,,same,"кста, будешь участвовать?"
,same,"кста, будешь участвовать?",нет
,,,")
(
да норм разметка
а
ты про прошлый
или позапрошлый
а, ок
там согласен, были выбросы
в позапрошлом всё норм кстати
ты же не участвовал в прошлом
во втором этапе
ну у меня бимсерч вывез
который я на русском корпусе обучил"
,,")
(
да норм разметка
а
ты про прошлый
или позапрошлый
а, ок
там согласен, были выбросы
в позапрошлом всё норм кстати
ты же не участвовал в прошлом
во втором этапе
ну у меня бимсерч вывез
который я на русском корпусе обучил",жаль парня
,,,Что бы пройти в финал
,,Что бы пройти в финал,ну ему тогда не было смысла
,Что бы пройти в финал,ну ему тогда не было смысла,Почему? Смысл есть всегда
,,,начало марта
,,начало марта,Флуд - во флудилке.
,начало марта,Флуд - во флудилке.,"извините, а как там можно переобучиться под паблик
если там скор показывался до сотых
и до них он был одинаков
а, ок
да, понял
ну топ1 по валу
я понял, валид хороший сделали
а там какие модели стакали?
deeberta v3?
и сколько штук
потому что вы смогли их больше наблендить?)
а там какой размер train set был?
а, понял
ну выборка маленькая, да
на больших выборках нет оверфита
лр 2e-5
да"
,,,OneCycleLr шедуллер
,,OneCycleLr шедуллер,он тоже
,,,"разве размер батча настолько сильно виляет
с вармапом
ну там чем больше, тем лучше
как правило
главное правильный лр поставить"
,,,И как его поставить?
,,И как его поставить?,валидация
,,,"Правильный то?
Валидация это проверка, как я понял"
,,"Правильный то?
Валидация это проверка, как я понял",да
,"Правильный то?
Валидация это проверка, как я понял",да,Проверять сразу на всех видео?
"Правильный то?
Валидация это проверка, как я понял",да,Проверять сразу на всех видео?,"ну типа начинаешь от стандартных значений
как
мб new_lr = old_lr * new_bs / old_bs
да
знаю
))))
хз, я в таком случае делаю так
ставлю рачитывая на карты на 1 dgx
и не учитываю количество dgx
ну я по работе
я вообще это не тюнил
там это проблематично
когда модель начинает схрдится спустя 5 дней
ну диффузия
она оч долго
абсолютно все ставят 1e-4
забавно, но у меня взрывалось только в первый час тренировки
я потом просто перезапускал
и норм работало
ты в ии разве участвуешь?
нигде))))
просто open ai так поставили
без ресерча
и все повторяют)))
ну да
да, видел
всм
а как
там же чисто по квоте не натренить
берт
или они именно тюнят
они как правило хуже оказываются
той же диберты"
