context_3,context_2,context_1,response
ну так,"если ты троллишь, то настолько толсто, что даже непонятно","он даже в превью не помещается
там внизу ещё кода дохуя",как жить
,,,и как мне его клонировать
,,и как мне его клонировать,"блять, ну не клонируй"
,,,"иван федотов
ты за кого воюешь"
,,,ничего не перепутал??
,,ничего не перепутал??,я за твой заработок
,,,за группу дип перпл
,,за группу дип перпл,"норм группа кста
а где"
,,,"каждую минуту, в которую не работает хохлокоин, ты не получаешь комиссию с транзакций"
,,"каждую минуту, в которую не работает хохлокоин, ты не получаешь комиссию с транзакций",бля
,,,ну хочу
,,ну хочу,я слишком стар для такого
,,,захотелось хохлокоин сделать
,,захотелось хохлокоин сделать,"а вспомнил, что не умеешь кодить"
,,,умею
,,,я сегодня написал эксплоит на 350 строк
,,я сегодня написал эксплоит на 350 строк,350 строчек кометов
,,,"и он не вылетает
все ошибки отрабатывает
сам токены обновляет"
,,,я сам напиш
,,я сам напиш,"ок, тебе 1 день"
,,,у
,,,"try:
    pass
except:
    pass"
,,"try:
    pass
except:
    pass",ну раньше я так и писал лол
,,,так я и сейчас так пишу
,,так я и сейчас так пишу,уважаю
,так я и сейчас так пишу,уважаю,"обфусцирую код
от самого себя"
так я и сейчас так пишу,уважаю,"обфусцирую код
от самого себя","ахахахахаха
жиза("
,,,"кароч, нужно написать нейросеть, чтобы переписывала с асма на питон код"
,,"кароч, нужно написать нейросеть, чтобы переписывала с асма на питон код","а если серьезно, то можно написать стандарт для какого-то асма, из каждой вирт машины вытаскивать асм и подгонять его под стандарт, после чего транслировать каким-нить скриптом в питон"
,"кароч, нужно написать нейросеть, чтобы переписывала с асма на питон код","а если серьезно, то можно написать стандарт для какого-то асма, из каждой вирт машины вытаскивать асм и подгонять его под стандарт, после чего транслировать каким-нить скриптом в питон","Llvm + ida, hi dude"
"кароч, нужно написать нейросеть, чтобы переписывала с асма на питон код","а если серьезно, то можно написать стандарт для какого-то асма, из каждой вирт машины вытаскивать асм и подгонять его под стандарт, после чего транслировать каким-нить скриптом в питон","Llvm + ida, hi dude",буквально
,,,зачем нейронку
,,,тупо алгоритм
,,тупо алгоритм,"чел, не, это не то"
,,,"с асма условного, для каких-нить вирт машин
вм-ки то разные могут попасться"
,,,fun
,,fun,это тот чел который говорил что 4 байта = 8 бит?
,fun,это тот чел который говорил что 4 байта = 8 бит?,нет
fun,это тот чел который говорил что 4 байта = 8 бит?,нет,да
это тот чел который говорил что 4 байта = 8 бит?,нет,да,это умный чел
,,,а тогда ладно
,,а тогда ладно,"спросил чтобы понять, надо обоссать или похвалить чела?"
,,,но когда решил то рил fun
,,,раст топ
,,раст топ,садись
,раст топ,садись,там аллокация идет в custom cache
,,,я короче кажись нашел другой способ
,,,так о каких пяти событиях идёт речь
,,так о каких пяти событиях идёт речь,о каких пяти событиях
,,,"я об этом говорил в самом начале
но не придал значения почему-то
короче timerfd_ctx перезатереть не выйдет
ой"
,,,я думал будет весь код((
,,я думал будет весь код((,видишь суслика?
,,+,локальный мем
,,,++
,,++,Но анимебой не дал доступ к репе
,,,разве этим miasm не занимается
,,разве этим miasm не занимается,"И да, миасм умеет из любой машинки извлекать нужный мне асм?"
,разве этим miasm не занимается,"И да, миасм умеет из любой машинки извлекать нужный мне асм?",ну ты для нее пишешь правила она тебе дает IR
,,,а в питон ты как асм перегонишь?
,,а в питон ты как асм перегонишь?,построчно
,,,и зачем тебе в виде питон кода получать ассемблер
,,и зачем тебе в виде питон кода получать ассемблер,чтобы с ним работать приятно было
,и зачем тебе в виде питон кода получать ассемблер,чтобы с ним работать приятно было,"если hex-rays так не может, то ты тем более"
и зачем тебе в виде питон кода получать ассемблер,чтобы с ним работать приятно было,"если hex-rays так не может, то ты тем более","чел, так у меня задача немного проще"
чтобы с ним работать приятно было,"если hex-rays так не может, то ты тем более","чел, так у меня задача немного проще",звучит как декомпилятор + транспилятор
,,,"и без статической типизации
типа челл"
,,"и без статической типизации
типа челл","Я пытаюсь собрать готовые исходники, которые никак ни хотят собираться
При этом в них 0 документации"
,,,Сборка только под ubuntu
,,Сборка только под ubuntu,так поставь арч
,Сборка только под ubuntu,так поставь арч,Я хочу gentoo(
Сборка только под ubuntu,так поставь арч,Я хочу gentoo(,нахуй тебе это
,,,"целый лишний шаг
(если ты не хочешь получать асм листинги в виде питона)"
,,,"И то херовая, рекомендуют скачивать скоомпилированные бинарники из просроченных репозиториев ppa"
,,"И то херовая, рекомендуют скачивать скоомпилированные бинарники из просроченных репозиториев ppa",дак есть debtap
,,,переделает .deb в .tar.zst
,,,"я строю свою идею на том,что большинство вирт машин похожи. Соответственно мне не сильно нужен будет декомпиль, так как уже будет темплейт под него"
,,"я строю свою идею на том,что большинство вирт машин похожи. Соответственно мне не сильно нужен будет декомпиль, так как уже будет темплейт под него",это в каком блин плане они похожи
,"я строю свою идею на том,что большинство вирт машин похожи. Соответственно мне не сильно нужен будет декомпиль, так как уже будет темплейт под него",это в каком блин плане они похожи,"ну в плане инструкций, не?"
"я строю свою идею на том,что большинство вирт машин похожи. Соответственно мне не сильно нужен будет декомпиль, так как уже будет темплейт под него",это в каком блин плане они похожи,"ну в плане инструкций, не?",vliw передает привет
это в каком блин плане они похожи,"ну в плане инструкций, не?",vliw передает привет,"да даже arm и x86 передают привет, в x86 же почти всегда dest = dest OP src"
"ну в плане инструкций, не?",vliw передает привет,"да даже arm и x86 передают привет, в x86 же почти всегда dest = dest OP src","я не уточнил,что речь идет о цтфных тасках?"
vliw передает привет,"да даже arm и x86 передают привет, в x86 же почти всегда dest = dest OP src","я не уточнил,что речь идет о цтфных тасках?",цтфные таски тем более какую-нибудь херню делают
,,,"если попадется какая-то неординарная машина, то все сломается ессно"
,,"если попадется какая-то неординарная машина, то все сломается ессно",и в нем есть aur
,,,стоп а колбаскин не на арче?
,,стоп а колбаскин не на арче?,он на винде
,,,Хотя арч был бы лучше
,,Хотя арч был бы лучше,кринге
,Хотя арч был бы лучше,кринге,чувак
Хотя арч был бы лучше,кринге,чувак,кринж
,,,"если не установлю за неделю, то установлю на арч"
,,"если не установлю за неделю, то установлю на арч","Там к счастью есть репозиторий, который еще поддерживается"
,,,почему я могу сделать свой clone() но не могу просить : Clone
,,почему я могу сделать свой clone() но не могу просить : Clone,ладно я не могу его использовать
,,,"(я не сильно шарю,могу ошибаться)"
,,"(я не сильно шарю,могу ошибаться)",чел подойди ко мне в шк я тебе один секрет по установке арча раскажу
,"(я не сильно шарю,могу ошибаться)",чел подойди ко мне в шк я тебе один секрет по установке арча раскажу,так у нас цтфные вм
"(я не сильно шарю,могу ошибаться)",чел подойди ко мне в шк я тебе один секрет по установке арча раскажу,так у нас цтфные вм,что происходит
чел подойди ко мне в шк я тебе один секрет по установке арча раскажу,так у нас цтфные вм,что происходит,Похер
,,,Прикиньте школьник из залупинска заебашил ботнет который и повалил все это
,,Прикиньте школьник из залупинска заебашил ботнет который и повалил все это,ботнеты большие все уже деактивировали
,,,тип они сча всякую хрень делают
,,тип они сча всякую хрень делают,"У тулзы всего одна задача, что может пойти не так"
,,,tails?
,,tails?,попса
,tails?,попса,ну на флешке пусть будет
,,,будет у тебя опкод который проводит 10 операций на самом деле
,,будет у тебя опкод который проводит 10 операций на самом деле,разбиваем его на простые и транслируем
,будет у тебя опкод который проводит 10 операций на самом деле,разбиваем его на простые и транслируем,ну вот и в каком месте проще
будет у тебя опкод который проводит 10 операций на самом деле,разбиваем его на простые и транслируем,ну вот и в каком месте проще,а так ты будешь сидеть и думать как этот опкод реверсить
разбиваем его на простые и транслируем,ну вот и в каком месте проще,а так ты будешь сидеть и думать как этот опкод реверсить,а так ты будешь сидеть и читать питон код
,,,"Как я понял что-то на подобие secure-drop'a
+"
,,"Как я понял что-то на подобие secure-drop'a
+",А что за таск с oob?
,"Как я понял что-то на подобие secure-drop'a
+",А что за таск с oob?,не лишний
"Как я понял что-то на подобие secure-drop'a
+",А что за таск с oob?,не лишний,и писать костыли под него
,,,в котором не типов нифига нет
,,в котором не типов нифига нет,а в асме они как будто есть
,,,tictacpwn
,,tictacpwn,нет блин tictokweb
,,,Я так понял ты ставишь базу и делаешь read/write?
,,Я так понял ты ставишь базу и делаешь read/write?,ты смотрел на таск?
,,,"или ты будешь городить fixedint или ... & 0xffffffff
да блять они есть"
,,,rax eax ax ah al
,,rax eax ax ah al,ты это в питоне как отражать будешь
,rax eax ax ah al,ты это в питоне как отражать будешь,создам свой объект и отражу
rax eax ax ah al,ты это в питоне как отражать будешь,создам свой объект и отражу,bruh
,,,это типы?
,,это типы?,найс чел доебался до слов
,это типы?,найс чел доебался до слов,">в котором не типов нифига нет
>>а в асме они как будто есть
>да блять они есть
>rax eax ax ah al"
это типы?,найс чел доебался до слов,">в котором не типов нифига нет
>>а в асме они как будто есть
>да блять они есть
>rax eax ax ah al","типы: uint64_t uint32_t uint16_t uint8_t, так понятно о чем я?"
найс чел доебался до слов,">в котором не типов нифига нет
>>а в асме они как будто есть
>да блять они есть
>rax eax ax ah al","типы: uint64_t uint32_t uint16_t uint8_t, так понятно о чем я?",так в нампае есть для этого штуки. Да и реализовать ручками такое несложно
">в котором не типов нифига нет
>>а в асме они как будто есть
>да блять они есть
>rax eax ax ah al","типы: uint64_t uint32_t uint16_t uint8_t, так понятно о чем я?",так в нампае есть для этого штуки. Да и реализовать ручками такое несложно,оба варианта ебля ради ебли
"типы: uint64_t uint32_t uint16_t uint8_t, так понятно о чем я?",так в нампае есть для этого штуки. Да и реализовать ручками такое несложно,оба варианта ебля ради ебли,а ты на каком яп-е реверс решаешь?
так в нампае есть для этого штуки. Да и реализовать ручками такое несложно,оба варианта ебля ради ебли,а ты на каком яп-е реверс решаешь?,на байткоде
,,,Я тебя и спрашиваю
,,Я тебя и спрашиваю,очевидно что я имел ввиду размеры операндов
,,,Вкусно
,,Вкусно,txt it
,,,таск на oob при чтении/записи и race conditions
,,таск на oob при чтении/записи и race conditions,лол что
,,,Попробуй другие структуры типа tty_struct. Я при аллокации 0x100 байт чанка а затем эту структурку юзал и потом ставил базу в конец чанка6и творил херню
,,Попробуй другие структуры типа tty_struct. Я при аллокации 0x100 байт чанка а затем эту структурку юзал и потом ставил базу в конец чанка6и творил херню,чел
,,,не кринж
,,не кринж,"при этом аллокация идёт в кастомном cache
аллокация идёт в кастомном кеше
free структуры никакие туда не попадут"
,не кринж,"при этом аллокация идёт в кастомном cache
аллокация идёт в кастомном кеше
free структуры никакие туда не попадут",Привет
не кринж,"при этом аллокация идёт в кастомном cache
аллокация идёт в кастомном кеше
free структуры никакие туда не попадут",Привет,в этом и прикол таска
,,,пока
,,пока,Пока
,,,так все было бы просто
,,,"Ну, жалко. А то было бы похоже на meowmeow"
,,"Ну, жалко. А то было бы похоже на meowmeow",тогда бы его не решило 20 -30 человек
,,,найс ник у чела
,,найс ник у чела,две стороны сисадмина
,,,( возможно уже больше )
,,,"Просто райтап не слили, поэтому столько и решило"
,,"Просто райтап не слили, поэтому столько и решило","да нет, таск сложный"
,,,блин надо не не а ни....
,,блин надо не не а ни....,и “веселый” cc. Matt
,блин надо не не а ни....,и “веселый” cc. Matt,я кст не особо понял таски на хтб больше на пентест или на другие категории
блин надо не не а ни....,и “веселый” cc. Matt,я кст не особо понял таски на хтб больше на пентест или на другие категории,"Ну незнаю, почему то все кто решил три чаптера диари не могут последний"
,,,ну блин сравнил
,,ну блин сравнил,"Я не сравнивал, я говорю что мало решили - не значит оч сложный. Может быть уцуцуга, по типу асм потока где нужно спец асм байты подбирать, бесит"
,ну блин сравнил,"Я не сравнивал, я говорю что мало решили - не значит оч сложный. Может быть уцуцуга, по типу асм потока где нужно спец асм байты подбирать, бесит",я его решал сегодня
,,,В GrayTeam как то сливал и даже три чаптера и даже кернела
,,В GrayTeam как то сливал и даже три чаптера и даже кернела,ревершу на си
,,,я не понимаю какой буст дает наличие кода на питоне
,,я не понимаю какой буст дает наличие кода на питоне,баф к скорости и написания кода
,я не понимаю какой буст дает наличие кода на питоне,баф к скорости и написания кода,да нету его емае
,,,на erlang'е естественно
,,на erlang'е естественно,тебе и так и так его надо понять
,,,Сука телега пиздец лагает 3 час
,,Сука телега пиздец лагает 3 час,самое время устроить срач и окончательно ее положить
,,,вот он тебе выплюнет 100 строк кода
,,вот он тебе выплюнет 100 строк кода,ммм
,вот он тебе выплюнет 100 строк кода,ммм,так miasm есть под си?
вот он тебе выплюнет 100 строк кода,ммм,так miasm есть под си?,"хорошо делай llvm
miasm генерит асм"
,,,че
,,че,"Когла искла ботнет ufonet, то всё время эта херня вылазила"
,че,"Когла искла ботнет ufonet, то всё время эта херня вылазила","ищешь мирай, а тут амогасеры"
,,,llvm ir можно собрать в x86 чтобы нормально в иде смотреть потом
,,llvm ir можно собрать в x86 чтобы нормально в иде смотреть потом,а какой смысл переделывать один асм в другой
,llvm ir можно собрать в x86 чтобы нормально в иде смотреть потом,а какой смысл переделывать один асм в другой,не в асм а в бинарь нормальный
,,,а это провайдер
,,,"выглядит просто, на деле сложно"
,,"выглядит просто, на деле сложно",Это пока
,"выглядит просто, на деле сложно",Это пока,там не выйдет перетереть кое-что в одной структурке и все
"выглядит просто, на деле сложно",Это пока,там не выйдет перетереть кое-что в одной структурке и все,Какой член структуры нужно и не получается?
Это пока,там не выйдет перетереть кое-что в одной структурке и все,Какой член структуры нужно и не получается?,там нельзя в тот же кэш что ты контролируешь поместить структуру
там не выйдет перетереть кое-что в одной структурке и все,Какой член структуры нужно и не получается?,там нельзя в тот же кэш что ты контролируешь поместить структуру,никакую
Какой член структуры нужно и не получается?,там нельзя в тот же кэш что ты контролируешь поместить структуру,никакую,Пыпец rip не будет overwrite
,,,хотя у меня шиза
,,,можешь открыть и посмотреть
,,можешь открыть и посмотреть,"Посмотрю, самому стало интересно"
,,,в питон это сложно будет привести
,,,БЛЯТЬ МУЖИКИ а вдруг щас чебурнет включают
,,БЛЯТЬ МУЖИКИ а вдруг щас чебурнет включают,рубильник
,,,если будет что-то сложнее 3+3
,,,нет есть статьи у пиндосов
,,нет есть статьи у пиндосов,((((((
,,,Было  бы прикольно
,,Было  бы прикольно,хоть диск от цп почищу
,Было  бы прикольно,хоть диск от цп почищу,и закравают все границы
Было  бы прикольно,хоть диск от цп почищу,и закравают все границы,ты переделаешь вм код в x86 код
хоть диск от цп почищу,и закравают все границы,ты переделаешь вм код в x86 код,"ну вот, я понял о чем ты"
,,,который потом закинешь в иду и будешь наслаждаться жизнью
,,который потом закинешь в иду и будешь наслаждаться жизнью,"не буду, я все равно на питоне пишу. Тут вопрос в сложности трансляции асма вм в питон\llvm. Имеет ли смысл заморачиваться с трансляцией в питон, если мой дофига транспилятор не будет справляться с асмом вмки?"
,который потом закинешь в иду и будешь наслаждаться жизнью,"не буду, я все равно на питоне пишу. Тут вопрос в сложности трансляции асма вм в питон\llvm. Имеет ли смысл заморачиваться с трансляцией в питон, если мой дофига транспилятор не будет справляться с асмом вмки?",ну в питон сложно будет
который потом закинешь в иду и будешь наслаждаться жизнью,"не буду, я все равно на питоне пишу. Тут вопрос в сложности трансляции асма вм в питон\llvm. Имеет ли смысл заморачиваться с трансляцией в питон, если мой дофига транспилятор не будет справляться с асмом вмки?",ну в питон сложно будет,"Но так я собираюсь транслировать асм вмки в свой асм, который будет не таким сложным и его можно будет отправить спокойно в питон"
"не буду, я все равно на питоне пишу. Тут вопрос в сложности трансляции асма вм в питон\llvm. Имеет ли смысл заморачиваться с трансляцией в питон, если мой дофига транспилятор не будет справляться с асмом вмки?",ну в питон сложно будет,"Но так я собираюсь транслировать асм вмки в свой асм, который будет не таким сложным и его можно будет отправить спокойно в питон",в асме вмки будет инструкция которая выполняет 20 нормальных x86 операций
,,,сбивают все самолеты у границы
,,сбивают все самолеты у границы,Не помнишь случайно?
,сбивают все самолеты у границы,Не помнишь случайно?,"где-то статью читал
но уже потерял"
сбивают все самолеты у границы,Не помнишь случайно?,"где-то статью читал
но уже потерял",ты это понимаешь?
Не помнишь случайно?,"где-то статью читал
но уже потерял",ты это понимаешь?,реально куда делась
,,,Ну нужно найти путь как из в одном кеше разместмть 🥴
,,Ну нужно найти путь как из в одном кеше разместмть 🥴,никак
,Ну нужно найти путь как из в одном кеше разместмть 🥴,никак,нужно как-то получить arbitary write примитив
,,,Я не знаю что за таск и говорю так
,,Я не знаю что за таск и говорю так,c более сложным асмом вмки
,,,А у тебя какие идеи тогда?
,,А у тебя какие идеи тогда?,завтра и буду пробовать
,,,Может что в том кеше есть?
,,Может что в том кеше есть?,играя с этим oob
,Может что в том кеше есть?,играя с этим oob,"Oob уже ахринено
А ты можешь два чанка в одном кэше?"
Может что в том кеше есть?,играя с этим oob,"Oob уже ахринено
А ты можешь два чанка в одном кэше?","ну да
только это тебе не ptmalloc2"
играя с этим oob,"Oob уже ахринено
А ты можешь два чанка в одном кэше?","ну да
только это тебе не ptmalloc2",лол какой-то легендарный ддос
"Oob уже ахринено
А ты можешь два чанка в одном кэше?","ну да
только это тебе не ptmalloc2",лол какой-то легендарный ддос,"короче буду читать и решать
хоть знаю куда идти"
"ну да
только это тебе не ptmalloc2",лол какой-то легендарный ддос,"короче буду читать и решать
хоть знаю куда идти","либо запариться и написать инетпретатор
хотя проще взять llvm
так разобью"
лол какой-то легендарный ддос,"короче буду читать и решать
хоть знаю куда идти","либо запариться и написать инетпретатор
хотя проще взять llvm
так разобью","уже автоматом не таким сложным сделать не получится
ну это реально морока"
,,,а control flow ты тоже будешь парсить?
,,а control flow ты тоже будешь парсить?,ну да
,,,без goto и прочего
,,,"а, вот тут я думал проще в питон транслировать будет"
,,"а, вот тут я думал проще в питон транслировать будет",кароч питон отлетает
,,,даааа спасибоооо
,,,"В любом случае спасибо, если все таки решусь писать такое, то возьму ллвм наверн"
,,"В любом случае спасибо, если все таки решусь писать такое, то возьму ллвм наверн",напишешь как успехи если что
,,ок,"Все начался чебурнет
Мне в доме электричество вырубили"
,,,порнхаб работает
,,порнхаб работает,Блин
,,,живём
,,живём,бля пол интернета упали
,живём,бля пол интернета упали,включаем чебурнет и не нужон нам ваш западный интернет
живём,бля пол интернета упали,включаем чебурнет и не нужон нам ваш западный интернет,"Бля, хотел в 8 лечь спать
В итоге не могу заснуть
Сейчас 11
Пипец
Как режим восстановить?"
,,,"не спать сутки, а потом лечь, когда надо"
,,"не спать сутки, а потом лечь, когда надо",Уже пару раз было такое
,,,"Как только чейнд начинает пывнить, ложится пол интета..."
,,,Никому не советую
,,,Я установил
,,Я установил,что
,Я установил,что,Zoneminder
,,,"Боже царя храни
Наконец-то
Хорошо, что я всосал репозиторий до падения github"
,,,Мой архив порнухи пригодится
,,Мой архив порнухи пригодится,the best pornyha at: akarpov.ru
,Мой архив порнухи пригодится,the best pornyha at: akarpov.ru,подняли
,,,"ток он щас лежит
т к в доме вырубили эллектричество"
,,"ток он щас лежит
т к в доме вырубили эллектричество",На генту
,,,чел из крайности в крайность
,,чел из крайности в крайность,реально
,,,поствь арч и не надо тут свою генту
,,поствь арч и не надо тут свою генту,Я хочу
,,,приятного просмотра
,,приятного просмотра,Блэт
,,,"Тем более на арче я уже сидел, если я не буду пробовать новое, не будет  развития"
,,"Тем более на арче я уже сидел, если я не буду пробовать новое, не будет  развития",смотри войтенко будет тебе развитие
,"Тем более на арче я уже сидел, если я не буду пробовать новое, не будет  развития",смотри войтенко будет тебе развитие,Смотрю и восхищаюсь
,,,точняк
,,,именно так и работает развитие
,,именно так и работает развитие,"Да, а ты не знал?"
,,,"иди учи химию
развивайся
ААХХААХАХ"
,,,так что в мире за трешачок происходит
,,так что в мире за трешачок происходит,происхдит шок событие
,,,почему упало все
,,почему упало все,НУ В ЧЕМ ОН НЕ ПРАВ????
,почему упало все,НУ В ЧЕМ ОН НЕ ПРАВ????,"мне уже 993 года
отслужил
угу
пойду развиваться"
почему упало все,НУ В ЧЕМ ОН НЕ ПРАВ????,"мне уже 993 года
отслужил
угу
пойду развиваться",Какой молодец
НУ В ЧЕМ ОН НЕ ПРАВ????,"мне уже 993 года
отслужил
угу
пойду развиваться",Какой молодец,ахахаха че в цтфчате происходит
"мне уже 993 года
отслужил
угу
пойду развиваться",Какой молодец,ахахаха че в цтфчате происходит,реально
Какой молодец,ахахаха че в цтфчате происходит,реально,"F
меня забанили"
ахахаха че в цтфчате происходит,реально,"F
меня забанили","+
ахахаха"
реально,"F
меня забанили","+
ахахаха","киньте канал того чела
пж
который в сообщении"
"F
меня забанили","+
ахахаха","киньте канал того чела
пж
который в сообщении",я пропустил
,,,а я
,,а я,"эх ботнет написал что это только начало
а где продолжение"
,а я,"эх ботнет написал что это только начало
а где продолжение",сейчас кину ему наш чат
а я,"эх ботнет написал что это только начало
а где продолжение",сейчас кину ему наш чат,Я на другой чят ссылку кидал….
"эх ботнет написал что это только начало
а где продолжение",сейчас кину ему наш чат,Я на другой чят ссылку кидал….,Цтфчат зачистили
,,,"Мб промазал, хрен его знает"
,,"Мб промазал, хрен его знает",угу
,,,"Потом тупо показал как спамили сразу всех пингом
😔"
,,,мне дали бан(9(((
,,мне дали бан(9(((,
,,,попал под раздачу
,,попал под раздачу,Искренне прошу прощения
,попал под раздачу,Искренне прошу прощения,Искренне прошу прощения
,,,это где это такая менюшка в телеге где можно промазать и скинуть совсем другую ссылку.....
,,это где это такая менюшка в телеге где можно промазать и скинуть совсем другую ссылку.....,Я ж есть бот
,это где это такая менюшка в телеге где можно промазать и скинуть совсем другую ссылку.....,Я ж есть бот,ладно все равно пофиг
это где это такая менюшка в телеге где можно промазать и скинуть совсем другую ссылку.....,Я ж есть бот,ладно все равно пофиг,Ну жто да
,,,В боте
,,В боте,ой
,,,Юзерка на акке
,,Юзерка на акке,а ты видел прикол который я тут кидал?
,Юзерка на акке,а ты видел прикол который я тут кидал?,Не
,,,Тогда в баню)
,,Тогда в баню),Бу
,Тогда в баню),Бу,Я чутка вылетел из темы
Тогда в баню),Бу,Я чутка вылетел из темы,сискол 0xe5 тоже уязвим
Бу,Я чутка вылетел из темы,сискол 0xe5 тоже уязвим,"А
Эт знаю
Недавно сам парсил"
,,,Я тут М1 уронил
,,Я тут М1 уронил,с 3 этажа?
,Я тут М1 уронил,с 3 этажа?,Нет
,,,"Арм дырявый оч
Малвариком"
,,"Арм дырявый оч
Малвариком",тогда не интересно
,,,все же знают что проги на узвы надо проварять с паялником
,,все же знают что проги на узвы надо проварять с паялником,и с челевеком который их создал
,,,"я в телегу зашёл после того как будильник поставил, за минуту все закончилось как бы"
,,,вот этим
,,вот этим,Зачем?
,вот этим,Зачем?,по преколу)0))
вот этим,Зачем?,по преколу)0)),О красиво будет
Зачем?,по преколу)0)),О красиво будет,Не
по преколу)0)),О красиво будет,Не,Рандом проверить
О красиво будет,Не,Рандом проверить,Ненене
,,,Там рекурсивный запуск
,,Там рекурсивный запуск,не твой же бот
,Там рекурсивный запуск,не твой же бот,"Не мой, но я хорошо знаю как он работает"
,,,"Ахахах
Пиздец будет?
Ну сюда можно здесь помойка
Главное не тегать"
,,"Ахахах
Пиздец будет?
Ну сюда можно здесь помойка
Главное не тегать",ага
,,,обманываешь конечно красиво но хватит
,,обманываешь конечно красиво но хватит,На моем акке мой)
,,,Я тупо не ту ссылку швырнул блять
,,Я тупо не ту ссылку швырнул блять,Не те ссылки аж 3 штуки?)
,,,"Не
Ток цтф чат
Остальное было по плану
Я ж сказал
Я перепутал чаты
Следом кинул нужную ссылочку
Но на меня обыделись:("
,,"Не
Ток цтф чат
Остальное было по плану
Я ж сказал
Я перепутал чаты
Следом кинул нужную ссылочку
Но на меня обыделись:(",никто бы не обиделся
,,,Бля хочу спать
,,Бля хочу спать,ты только встал?
,,,Ну типо
,,Ну типо,попробую подышать свежим воздухом
,,,типо открой окно
,,типо открой окно,Наоборот
,,,Бля 8 градусов на улице
,,Бля 8 градусов на улице,о у вас как в питере
,,,"А хотя ля
Там 2 способа
Либо в тепле"
,,,Либо в холоде
,,Либо в холоде,ну я на самом всегда с открытым окном сплю так что хз
,,,ну мне 2 помогает
,,,В Москве ща 4
,,В Москве ща 4,
,В Москве ща 4,,
,,,6)
,,6),это на самом деле лайфхак как высыпаться за 4 часа
,6),это на самом деле лайфхак как высыпаться за 4 часа,"нифига, вот это старт
как у втб будет"
6),это на самом деле лайфхак как высыпаться за 4 часа,"нифига, вот это старт
как у втб будет",утром перепишу в бд
это на самом деле лайфхак как высыпаться за 4 часа,"нифига, вот это старт
как у втб будет",утром перепишу в бд,Может блокчейн введешь?)
"нифига, вот это старт
как у втб будет",утром перепишу в бд,Может блокчейн введешь?),"у ниме боя 1 день чтоб самому сделать
завтра сажусь сам писать
сделаем свой dogecoin
сделаю блокчейн и систему едениц основанную на кубическом корне из произведения цены гривня к рублю, средней цены за поросенка и кол-во произведенных хохлов за этот год
увсе это будет парситься и расчет будет производиться каждую минуту"
