context_3,context_2,context_1,response
,,,"Ноесть и плюс, можешь второе высшее бесплатно получить"
,,"Ноесть и плюс, можешь второе высшее бесплатно получить",А как это
,,,Типа так же если бви = 10000% бесплатно но мб через мутные схемы?
,,Типа так же если бви = 10000% бесплатно но мб через мутные схемы?,Нет
,,,Далеко не 100%
,,Далеко не 100%,"тогда хуйня какаято
проще итмо
и кайф"
,Далеко не 100%,"тогда хуйня какаято
проще итмо
и кайф",Рандом какой-то да
Далеко не 100%,"тогда хуйня какаято
проще итмо
и кайф",Рандом какой-то да,нахуя тебе вшэ степа
,,,Если в мск жить и платить ещё это пиздец да
,,Если в мск жить и платить ещё это пиздец да,В МСК вообще так себе жить
,Если в мск жить и платить ещё это пиздец да,В МСК вообще так себе жить,да не правда это)
,,,"да даже просто жить
нахуя"
,,,если можно в питере жить
,,если можно в питере жить,"Вау, есть люди, которые хотят в СПб"
,если можно в питере жить,"Вау, есть люди, которые хотят в СПб",химичка так поменялась
,,,Ну да мск для зажравшихся бояр
,,,"в мск нормально жить, а это дорого супер относительно. устроился на местную работу или на аутсорс в норм место и денег хватает"
,,"в мск нормально жить, а это дорого супер относительно. устроился на местную работу или на аутсорс в норм место и денег хватает",Мне даже в питере не хватает...
,,,остаются одни плюсы
,,,в чём плюсы по сравнению с питером?
,,в чём плюсы по сравнению с питером?,"я в питере не жил, из очевидного лучше (субъективно лучше) распределение районов по городу, инфраструктура, медицина, больше работы"
,,,"типа с регионами понятно небо и земля, но с питером то различий не сильно много"
,,,А как на 1 курсе устроиться куда-то (где более менее платить будут)?
,,А как на 1 курсе устроиться куда-то (где более менее платить будут)?,Ну в общем случае никак
,А как на 1 курсе устроиться куда-то (где более менее платить будут)?,Ну в общем случае никак,+
,,,Типа стажировки да но часто бесплатные же
,,,Я не был на стажках
,,Я не был на стажках,Ты со школы работал?
,,,Типа опыт есть
,,Типа опыт есть,"Нет
Но у меня был опыт в баунти"
,,,Стандофф 365 как тебе
,,Стандофф 365 как тебе,Хуита
,,,"9к хай баг
))
15 к рце"
,,"9к хай баг
))
15 к рце","Надоил яндекс на 10x
Уже доволен"
,"9к хай баг
))
15 к рце","Надоил яндекс на 10x
Уже доволен","А у них че ?
Внутренняя?"
"9к хай баг
))
15 к рце","Надоил яндекс на 10x
Уже доволен","А у них че ?
Внутренняя?",Да
,,,Скажем так на покупку camry 3.5 хватило бы
,,Скажем так на покупку camry 3.5 хватило бы,Да не лучше жигули шестерку заниженную
,,,это столько дали?
,,это столько дали?,( буквально годовая зарплата моя )
,,,или за столько мог бы продать?)
,,или за столько мог бы продать?),Чтоб дрифтить
,или за столько мог бы продать?),Чтоб дрифтить,Да
или за столько мог бы продать?),Чтоб дрифтить,Да,"бля
ктото репортил реально
на standoff365?
они пиздец долго репорты разбирают чето
ну это конечно не платформы проблема"
,,,а маилрушников
,,а маилрушников,Пидорасы не советую
,,,"Так на хакероне тебе быстро ответили
Так это не маилру"
,,"Так на хакероне тебе быстро ответили
Так это не маилру",маилру
,"Так на хакероне тебе быстро ответили
Так это не маилру",маилру,Это ес форс
"Так на хакероне тебе быстро ответили
Так это не маилру",маилру,Это ес форс,это холдинг вк
маилру,Это ес форс,это холдинг вк,А
Это ес форс,это холдинг вк,А,а вк маилру
,,,пить
,,пить,Так поэтому и жить
,,,"Работаю на ремоуте, поэтому вообще норм"
,,,Че такое бонч
,,Че такое бонч,Шарага на окраине
,,,"Ну, и в вуз хожу 1-2 раза в неделю"
,,,"В Кудрово, считай"
,,"В Кудрово, считай",Ему
,"В Кудрово, считай",Ему,Че?
,,,Ты типа 3
,,,Выбрал?
,,Выбрал?,почему ты так решил?)
,Выбрал?,почему ты так решил?),Я не тебе
Выбрал?,почему ты так решил?),Я не тебе,"кк, я не читал"
,,,Везет
,,,Задонать бедному пентесеру
,,Задонать бедному пентесеру,Тебе за бб заплатили
,,,Ты уже пробухал?
,,Ты уже пробухал?,Да
,,,"Зашел в re store
Бабки куда то делись"
,,"Зашел в re store
Бабки куда то делись",Тим Кук пидорас бедных студентов обирать нехорошо
,"Зашел в re store
Бабки куда то делись",Тим Кук пидорас бедных студентов обирать нехорошо,ты неправильно трактуешь
,,,мы просто хотим ИЗ своей залупы
,,мы просто хотим ИЗ своей залупы,Аааааа пон
,,,Так Питер норм
,,Так Питер норм,"Не, просто часто вижу, что люди пишут, будто у нас депрессивно и сплошные наркотики"
,Так Питер норм,"Не, просто часто вижу, что люди пишут, будто у нас депрессивно и сплошные наркотики",Не ну вообще да
,,,Ты не жила в России просто
,,Ты не жила в России просто,"столицы регионов так-то тоже не супер каличные, они на ступеньку-две ниже мск и питера. это дальше разрыв колоссальный"
,Ты не жила в России просто,"столицы регионов так-то тоже не супер каличные, они на ступеньку-две ниже мск и питера. это дальше разрыв колоссальный",Ебать
,,,а только в Мск и Питере
,,,ты екб видел?
,,ты екб видел?,"ну это опозиционная столица, их ебут"
,,,Так ты плюсы щас назвала
,,Так ты плюсы щас назвала,в новосибирске поживи одну зиму
,Так ты плюсы щас назвала,в новосибирске поживи одну зиму,где критика
,,,Поживи в Серове блять 16 лет
,,Поживи в Серове блять 16 лет,понятно…
,,,и ты увидишь реальную депрессивность
,,и ты увидишь реальную депрессивность,И ты увидишь реальную депрессию
,,,Когда до цивилизации 360км
,,Когда до цивилизации 360км,А единственное развлечение - а нет блять развлечений
,,,"ребята, до цивилизации десятки тысяч километров"
,,"ребята, до цивилизации десятки тысяч километров",400 км до Хельсинки
,"ребята, до цивилизации десятки тысяч километров",400 км до Хельсинки,кому-то повезло быть ближе
"ребята, до цивилизации десятки тысяч километров",400 км до Хельсинки,кому-то повезло быть ближе,Ты блять в Якутии живёшь?
,,,это же рашка
,,,а бухать
,,а бухать,Так нет норм алкомаркетов
,,,самогон?
,,самогон?,слепота - так себе развлечение
,самогон?,слепота - так себе развлечение,"Ладно депрессивно не очень
А так правда"
,,,мне до норм страны больше 1к км
,,мне до норм страны больше 1к км,ты не в России?
,,,"не, я как раз в рф"
,,"не, я как раз в рф","ну вот
0к км"
,"не, я как раз в рф","ну вот
0к км","ахахах
понял))"
"не, я как раз в рф","ну вот
0к км","ахахах
понял))",Че
"ну вот
0к км","ахахах
понял))",Че,"олимпиады на этот год
ИТМО БВИ"
"ахахах
понял))",Че,"олимпиады на этот год
ИТМО БВИ","Сппо какой кол
Код"
,,,09.03.04
,,09.03.04,.
,,,Программная инженерия
,,,А за 10 класс прокатит?
,,А за 10 класс прокатит?,Да
,,,должно
,,должно,"нто иб сюда попадает?
или что"
,должно,"нто иб сюда попадает?
или что","Там ниже есть
ИБ"
должно,"нто иб сюда попадает?
или что","Там ниже есть
ИБ","Да там 2 или 3
Все, зашибись
Поступили получается"
"нто иб сюда попадает?
или что","Там ниже есть
ИБ","Да там 2 или 3
Все, зашибись
Поступили получается","С кайфом
Получается"
"Там ниже есть
ИБ","Да там 2 или 3
Все, зашибись
Поступили получается","С кайфом
Получается",Ну все идите пока поработайте
"Да там 2 или 3
Все, зашибись
Поступили получается","С кайфом
Получается",Ну все идите пока поработайте,ты про это?
"С кайфом
Получается",Ну все идите пока поработайте,ты про это?,Нет
Ну все идите пока поработайте,ты про это?,Нет,Код другой
ты про это?,Нет,Код другой,"ааа ептваю матт
я понял все
забей
там просто
разрыв страницы"
Нет,Код другой,"ааа ептваю матт
я понял все
забей
там просто
разрыв страницы","Там все норм
Тоже"
Код другой,"ааа ептваю матт
я понял все
забей
там просто
разрыв страницы","Там все норм
Тоже","и я думал это уже другой раздел
а это все в одном
понял"
"ааа ептваю матт
я понял все
забей
там просто
разрыв страницы","Там все норм
Тоже","и я думал это уже другой раздел
а это все в одном
понял",я не понимаю это поступашки скатились или они всегда были такими уебанами
,,,"Так ты же на ивт, разве нет?"
,,"Так ты же на ивт, разве нет?",Вроде на пи уже 2 месяца учусь
,,,Значит я запутался
,,,вот бы оргов угры так же мобилизовали
,,вот бы оргов угры так же мобилизовали,lol
,,,Ебать база
,,Ебать база,стало еще интереснее кто из 15 человек поедет на финал кубка
,Ебать база,стало еще интереснее кто из 15 человек поедет на финал кубка,бтф курсантская форма
,,,Кубок же 12мск начало?
,,Кубок же 12мск начало?,да
,,,"Мск именно
Там на сайте не написано ничего"
,,,В документации api vk творится дичь. Пример на скрине
,,В документации api vk творится дичь. Пример на скрине,не лезь в эту хуйню
,,,"Это ещё хуйня, у них по неопределённым причинам вылетает 500"
,,"Это ещё хуйня, у них по неопределённым причинам вылетает 500","оно тебя сожрет
высрет
изнасилует
и снова сожрет"
,"Это ещё хуйня, у них по неопределённым причинам вылетает 500","оно тебя сожрет
высрет
изнасилует
и снова сожрет",мне для знакомого надо автопостер написать
"Это ещё хуйня, у них по неопределённым причинам вылетает 500","оно тебя сожрет
высрет
изнасилует
и снова сожрет",мне для знакомого надо автопостер написать,можем договориться по цене
,,,сделаю недорого
,,сделаю недорого,мне и самому это написать на похуй
,,,"вкошп
вова мы тебе тиму на нто нашли
12:00"
,,"вкошп
вова мы тебе тиму на нто нашли
12:00",точно?
,"вкошп
вова мы тебе тиму на нто нашли
12:00",точно?,"сейчас или вообще?
ВЫАЩЫВАЩЗВА"
"вкошп
вова мы тебе тиму на нто нашли
12:00",точно?,"сейчас или вообще?
ВЫАЩЫВАЩЗВА",скинул матрешку в чат кубка и отлетел в бан((9
точно?,"сейчас или вообще?
ВЫАЩЫВАЩЗВА",скинул матрешку в чат кубка и отлетел в бан((9,"они закрыли доступ к таскам
но их все еще можно скачать
если страница была до этого открыта"
"сейчас или вообще?
ВЫАЩЫВАЩЗВА",скинул матрешку в чат кубка и отлетел в бан((9,"они закрыли доступ к таскам
но их все еще можно скачать
если страница была до этого открыта","кайф
выкачал?"
скинул матрешку в чат кубка и отлетел в бан((9,"они закрыли доступ к таскам
но их все еще можно скачать
если страница была до этого открыта","кайф
выкачал?",Они всем заболокали?
"они закрыли доступ к таскам
но их все еще можно скачать
если страница была до этого открыта","кайф
выкачал?",Они всем заболокали?,теперь да
"кайф
выкачал?",Они всем заболокали?,теперь да,"слава скинь решение для юникорна
а заебись"
,,,там не хватило одного таска на стегу за 600 до 3 места кажется(
,,там не хватило одного таска на стегу за 600 до 3 места кажется(,а кто чел в панамке?
,там не хватило одного таска на стегу за 600 до 3 места кажется(,а кто чел в панамке?,владимир черепанов
там не хватило одного таска на стегу за 600 до 3 места кажется(,а кто чел в панамке?,владимир черепанов,саддам хусейн
а кто чел в панамке?,владимир черепанов,саддам хусейн,Жиза
,,,A million a month
,,A million a month,
,A million a month,,"Это тоже. Внезапно стал орать с китайского, ок"
,,,Тайный покупатель
,,,"Кто работает по 中國, тому 開除共產黨員出黨"
,,"Кто работает по 中國, тому 開除共產黨員出黨",ПХАХАХХАХА
,,,АХАХАХАХАХАХАХАХА
,,,кон Чен Вэй нефрит хуй сунь в чай Америка бам бам
,,кон Чен Вэй нефрит хуй сунь в чай Америка бам бам,Суньхуйвчай выньсухим дайподержатьдругим
,,,"Ахахахахахахахаахахахахахах
Блин, но это самое угарное, не знаю почему"
,,"Ахахахахахахахаахахахахахах
Блин, но это самое угарное, не знаю почему",Кто хотел поступать в Питер - отменяйте
,,,Я ебал эту погоду
,,Я ебал эту погоду,"Похуй, я из дома не выхожу"
,,,"Скатался в Итмо и уже простыл блять
На улице -6, и даже снега нет
Одет я пиздец тепло, но холодно невозможно"
,,,"бля в мск -4 пишет, но пиздец холодно, я пока курил, меня от холода трясло, как старый жигуль"
,,"бля в мск -4 пишет, но пиздец холодно, я пока курил, меня от холода трясло, как старый жигуль","Я еще половину сигареты не успеваю скурить, как оука от холода немеет"
,,,"притом, что тоже одет тепло"
,,"притом, что тоже одет тепло","Да хуй еби я нараспашку иду кайфую
В балаклаве правда 😎"
,,,а че ты куришь
,,а че ты куришь,ща электронки
,а че ты куришь,ща электронки,Депрессия
,,,Гаш
,,Гаш,кринж
,,,осуждвю такое
,,осуждвю такое,Пишов nakhooy
,,,ты куришь?
,,ты куришь?,да
,ты куришь?,да,😳
,,,Каждый дрочит как он хочет
,,Каждый дрочит как он хочет,что куришь
,Каждый дрочит как он хочет,что куришь,"чапман
базочк
а"
Каждый дрочит как он хочет,что куришь,"чапман
базочк
а",Пиздец
что куришь,"чапман
базочк
а",Пиздец,"база, да"
"чапман
базочк
а",Пиздец,"база, да",Не ожидал от тебя такого
,,,я чапман и курил кста
,,я чапман и курил кста,Его ща хуй найдешь
,я чапман и курил кста,Его ща хуй найдешь,смотря какой
я чапман и курил кста,Его ща хуй найдешь,смотря какой,Ну яблока до пизды
Его ща хуй найдешь,смотря какой,Ну яблока до пизды,Но это кринж
,,,"не правда
изи находится"
,,,Мне харвест всегда нравился
,,Мне харвест всегда нравился,"тебе 16 лет, какой всегда нравился"
,Мне харвест всегда нравился,"тебе 16 лет, какой всегда нравился",3 год подряд :)
,,,"Он того же производства что и чапа
Только чутка попизже"
,,"Он того же производства что и чапа
Только чутка попизже","ты что дед инсайд
:D"
,,,красного чет нигде нет
,,красного чет нигде нет,У меня рядом с домом допизды
,красного чет нигде нет,У меня рядом с домом допизды,ну в табачке на кронве ток браун
красного чет нигде нет,У меня рядом с домом допизды,ну в табачке на кронве ток браун,Вот поэтому я хожу в магаз у дома
,,,"я шоколад ебашу
мне похуй"
,,,браун самый норм имхо
,,браун самый норм имхо,"эт ты про что, про коричневый"
,,,многим еще нравится вишня (ред)
,,многим еще нравится вишня (ред),"Факт
Ванилька тоже прикольная
Ну самая база"
,многим еще нравится вишня (ред),"Факт
Ванилька тоже прикольная
Ну самая база","ну она такая, кэжуал"
многим еще нравится вишня (ред),"Факт
Ванилька тоже прикольная
Ну самая база","ну она такая, кэжуал",А вообще беломорканал
"Факт
Ванилька тоже прикольная
Ну самая база","ну она такая, кэжуал",А вообще беломорканал,для меня база это браун как раз
"ну она такая, кэжуал",А вообще беломорканал,для меня база это браун как раз,Имба
А вообще беломорканал,для меня база это браун как раз,Имба,да
,,,"он же на пачке браун просто, у меня так и отложился"
,,"он же на пачке браун просто, у меня так и отложился",А реально
,"он же на пачке браун просто, у меня так и отложился",А реально,даже не замечал
,,,"короче бля так классно было курить сигареты, но пришлось с них пересесть"
,,"короче бля так классно было курить сигареты, но пришлось с них пересесть",Принимаю заказы
,"короче бля так классно было курить сигареты, но пришлось с них пересесть",Принимаю заказы,"вообще, если будет возможность, могу посоветовать супер классные масс маркет сиги"
,,,"jarum classic, это кретек охуенный"
,,"jarum classic, это кретек охуенный",Бляяяя
,,,"Который со специями?
Ну такой пряный"
,,"Который со специями?
Ну такой пряный",Кст про хату я спросил - в 50 железно уложишься
,,,"ну как со специями, там гвоздика только вроде"
,,"ну как со специями, там гвоздика только вроде",Ну хз мне казалось что какие-то специи
,,,Такая тема
,,Такая тема,но на запах слишком пиздато
,,,Со вкусом угля сиги
,,Со вкусом угля сиги,Еще потрескивают так прикольно
,Со вкусом угля сиги,Еще потрескивают так прикольно,+++
,,,"не, ну там есть jarum black (дефолт), а есть именно classic"
,,"не, ну там есть jarum black (дефолт), а есть именно classic",Есть еще аметист и эмбер
,"не, ну там есть jarum black (дефолт), а есть именно classic",Есть еще аметист и эмбер,"я одни из них тестил, неособо зашли, не помню какие)"
"не, ну там есть jarum black (дефолт), а есть именно classic",Есть еще аметист и эмбер,"я одни из них тестил, неособо зашли, не помню какие)",Наверное эмбер
Есть еще аметист и эмбер,"я одни из них тестил, неособо зашли, не помню какие)",Наверное эмбер,"я помню только то, что они белые белые были с оранж фильтром"
"я одни из них тестил, неособо зашли, не помню какие)",Наверное эмбер,"я помню только то, что они белые белые были с оранж фильтром",Я пон
,,,"там и черные потрескивают
кретек все-таки"
,,"там и черные потрескивают
кретек все-таки",Тоже кайфовые
,"там и черные потрескивают
кретек все-таки",Тоже кайфовые,Какие сиги ребята
,,,Булик и пипетки
,,Булик и пипетки,Boolean?
,,,вещества что ли питерские?)
,,вещества что ли питерские?),Способы курения марихуаны
,,,"Которые с цитрусом
Бля хочу черные найти
Чет везде вот эти бля белые"
,,,Джарум блек это Кринж пиздкц
,,Джарум блек это Кринж пиздкц,"во-первых не правда, во-вторых мы здесь топили за jarum classic"
,,,Пон.
,,Пон.,"он отличается пиздец, в сто раз лучше"
,,,Они невкусные и не въебывают
,,Они невкусные и не въебывают,"я не понимаю, как человек, который разбирается в нарко-терминологии может на полном серьезе говорить, что сигареты въебывают"
,Они невкусные и не въебывают,"я не понимаю, как человек, который разбирается в нарко-терминологии может на полном серьезе говорить, что сигареты въебывают",Я из Питера
Они невкусные и не въебывают,"я не понимаю, как человек, который разбирается в нарко-терминологии может на полном серьезе говорить, что сигареты въебывают",Я из Питера,"я знаю, поэтому и удивляюсь, что тебя так сижки ""въебывают"""
"я не понимаю, как человек, который разбирается в нарко-терминологии может на полном серьезе говорить, что сигареты въебывают",Я из Питера,"я знаю, поэтому и удивляюсь, что тебя так сижки ""въебывают""",Ну черное собрание способно только так отправить в космос
,,,"А, ля, я их путаю наверное
Блеки как раз были которые вкусовые, да, все
Чет от водника не торкнуло"
,,,Пойду чапу раскурю шоле
,,Пойду чапу раскурю шоле,Уже
,,,так с утра въебывают даже если ты куришь 1000 лет
,,так с утра въебывают даже если ты куришь 1000 лет,Ну это с дудок
,так с утра въебывают даже если ты куришь 1000 лет,Ну это с дудок,с сигарет тоже
так с утра въебывают даже если ты куришь 1000 лет,Ну это с дудок,с сигарет тоже,Ну да
,,,"ну с утра что угодно въебет
это не считается"
,,"ну с утра что угодно въебет
это не считается","Выйдите траву потрогайте, мда"
,"ну с утра что угодно въебет
это не считается","Выйдите траву потрогайте, мда","С сигами на голодный желудок это пизда
Въебет так шо ахуеешь
Между первой и второй перерывчик небольшой"
"ну с утра что угодно въебет
это не считается","Выйдите траву потрогайте, мда","С сигами на голодный желудок это пизда
Въебет так шо ахуеешь
Между первой и второй перерывчик небольшой",Такие знания с детства даже если не юзаешь
"Выйдите траву потрогайте, мда","С сигами на голодный желудок это пизда
Въебет так шо ахуеешь
Между первой и второй перерывчик небольшой",Такие знания с детства даже если не юзаешь,"мне кажется у тебя в среднем опиаты должны быть, минимум мефчик какой-нибудь"
,,,или что там в питере
,,или что там в питере,Кокос
,или что там в питере,Кокос,А сушёное манго? 🤨
или что там в питере,Кокос,А сушёное манго? 🤨,Личи еще
,,,это электронки уже начали обсуждать?)
,,,так в питере употребляет только низший класс коренные петербуржцы не юзают
,,так в питере употребляет только низший класс коренные петербуржцы не юзают,"так низший класс тоже может быть коренным петербуржцем, живущем в комуналке без бабла"
,так в питере употребляет только низший класс коренные петербуржцы не юзают,"так низший класс тоже может быть коренным петербуржцем, живущем в комуналке без бабла",коренной это 3 поколения в спб ——> в коммуналке без бабла употребляя столько не живут
так в питере употребляет только низший класс коренные петербуржцы не юзают,"так низший класс тоже может быть коренным петербуржцем, живущем в комуналке без бабла",коренной это 3 поколения в спб ——> в коммуналке без бабла употребляя столько не живут,три поколения включая твое?
"так низший класс тоже может быть коренным петербуржцем, живущем в комуналке без бабла",коренной это 3 поколения в спб ——> в коммуналке без бабла употребляя столько не живут,три поколения включая твое?,ну примерно
,,,кто юзал все передохли
,,кто юзал все передохли,Это соли
,,,"Кокос и фэра во всю
Крест Петрога и центр
Кайфуют все"
,,,мне кажется такая глубина познаний приходит с молоком матери
,,мне кажется такая глубина познаний приходит с молоком матери,С 7 класса любой Питерской школы
,мне кажется такая глубина познаний приходит с молоком матери,С 7 класса любой Питерской школы,Просто в мбоу соли
,,:D,А в норм школах кокс и трава
,:D,А в норм школах кокс и трава,там либо 228 либо передоз
:D,А в норм школах кокс и трава,там либо 228 либо передоз,классное место
А в норм школах кокс и трава,там либо 228 либо передоз,классное место,Ммм брузка
там либо 228 либо передоз,классное место,Ммм брузка,А нахуя коренным петербуржцам жить в коммуналке…
классное место,Ммм брузка,А нахуя коренным петербуржцам жить в коммуналке…,у тебя странная логика
,,,"Что делать если меня считают нацистом из-за стрижки под 0,6, ковбойских ботинок и подкатов на джинсах"
,,"Что делать если меня считают нацистом из-за стрижки под 0,6, ковбойских ботинок и подкатов на джинсах","ахахаха, ничего не делать"
,,,среднее арифметическое вероятностей получить по ебалу от разных страт населения остаётся таким же
,,среднее арифметическое вероятностей получить по ебалу от разных страт населения остаётся таким же,Суть не в получить пизды
,,,вот вкусная электронка
,,,Это мне не светит
,,Это мне не светит,Я пытаюсь уже две недели подруге объяснить подруге что я не нацист
,Это мне не светит,Я пытаюсь уже две недели подруге объяснить подруге что я не нацист,"да бля, ну это тупо по луку судить. если она не понимает, то забей лучше"
,,,я не про девушек
,,я не про девушек,Это светит
,я не про девушек,Это светит,хорош)
,,,Хуя зарос
,,,Они кстати пизже эльфбаров даже
,,Они кстати пизже эльфбаров даже,имхо гораздо лучше
,,,Как по мне эта пизда прямо сладкая
,,Как по мне эта пизда прямо сладкая,Как в стену ахахахаа
,Как по мне эта пизда прямо сладкая,Как в стену ахахахаа,"Есть Клюква еще кстати
Возьми на вооружений
Ахуенчик"
,,,Cranberry Ice
,,Cranberry Ice,"я такую не видел, звучит прикольно"
,,,Почем?
,,Почем?,900₽
,Почем?,900₽,Норм
,,,Ну я думаю на др деньги упадут
,,Ну я думаю на др деньги упадут,"да сижки вообще тоже норм, просто пахнет блять"
,,,"и под куплю
А то я одноразку за неделю всасываю
а деньги не бесконечные"
,,"и под куплю
А то я одноразку за неделю всасываю
а деньги не бесконечные",меня только это остановило
,"и под куплю
А то я одноразку за неделю всасываю
а деньги не бесконечные",меня только это остановило,"Зимой холодно
Руку нахуй отморозишь"
"и под куплю
А то я одноразку за неделю всасываю
а деньги не бесконечные",меня только это остановило,"Зимой холодно
Руку нахуй отморозишь","Чтоп сто
Когда он успел"
,,,"посаны, а в burp есть какое нибудь расширение чтобы фингерпринт менять"
,,"посаны, а в burp есть какое нибудь расширение чтобы фингерпринт менять",Tcp?
,,,Js?
,,Js?,+
,Js?,+,"именно на браузер и у тебя нет поля ""fingerprint"" в реквесте а есть обфаная хуйня?"
Js?,+,"именно на браузер и у тебя нет поля ""fingerprint"" в реквесте а есть обфаная хуйня?",не
+,"именно на браузер и у тебя нет поля ""fingerprint"" в реквесте а есть обфаная хуйня?",не,Как ты понимаешь про фингерпринт
,,,Ssl?
,,Ssl?,система случайного лоха
,,,"самый простой и тупой способ (не из раздела потеоретизируем): качаешь dolphin anty (до 10 профилей фри) и ставишь серт бурпа
и он палится именно только в браузере же, во вкладках Intruder Repeater (где tcp запрос) ты же понимаешь что его нет тк браузера нет а есть raw tcp?
Мож его нету и ты затуп?
Или это не жс"
,,"самый простой и тупой способ (не из раздела потеоретизируем): качаешь dolphin anty (до 10 профилей фри) и ставишь серт бурпа
и он палится именно только в браузере же, во вкладках Intruder Repeater (где tcp запрос) ты же понимаешь что его нет тк браузера нет а есть raw tcp?
Мож его нету и ты затуп?
Или это не жс",крч сервер отвечает жс функцией который берет куча инфы по типу разрешение экрана и тд
,"самый простой и тупой способ (не из раздела потеоретизируем): качаешь dolphin anty (до 10 профилей фри) и ставишь серт бурпа
и он палится именно только в браузере же, во вкладках Intruder Repeater (где tcp запрос) ты же понимаешь что его нет тк браузера нет а есть raw tcp?
Мож его нету и ты затуп?
Или это не жс",крч сервер отвечает жс функцией который берет куча инфы по типу разрешение экрана и тд,А
,,,функция называется в стиле fingerprint2.js
,,функция называется в стиле fingerprint2.js,И исходя из результата дальше пускает или не пускает
,функция называется в стиле fingerprint2.js,И исходя из результата дальше пускает или не пускает,А че за результат
,,,"Ее надо фейкнуть
?
Мож там либа какая"
,,,И рандомный хекс можно воткнуть
,,И рандомный хекс можно воткнуть,а нахуя кого-то в свинью превращать?
,И рандомный хекс можно воткнуть,а нахуя кого-то в свинью превращать?,Не понял
И рандомный хекс можно воткнуть,а нахуя кого-то в свинью превращать?,Не понял,https://dota2.fandom.com/ru/wiki/Scythe_of_Vyse
а нахуя кого-то в свинью превращать?,Не понял,https://dota2.fandom.com/ru/wiki/Scythe_of_Vyse,ебаный рот ты чо такое кидаешь то
,,,Типа в блэклисте
,,Типа в блэклисте,Я так понял да
,,,Куки какие то
,,Куки какие то,"Ты
Или че"
,,,И мд5 хэш
,,И мд5 хэш,Вот он
,,,"Он все сверяет (разрешение экрана там, и тд) и если что то не так"
,,"Он все сверяет (разрешение экрана там, и тд) и если что то не так",Это биндинг сессии?
,,,То не пускает
,,То не пускает,"Или че
Тебе че надо я не понял
Ты в блэклисте и надо вылезти с него?"
,То не пускает,"Или че
Тебе че надо я не понял
Ты в блэклисте и надо вылезти с него?",Я не в блек листе
,,,Но если что то не нравится в фингер принте
,,Но если что то не нравится в фингер принте,А с браузера обычного проходит?
,Но если что то не нравится в фингер принте,А с браузера обычного проходит?,Да
,,,Запрос не идёт
,,Запрос не идёт,не стыдись
,Запрос не идёт,не стыдись,я горжусь.
Запрос не идёт,не стыдись,я горжусь.,"А в чем рофл я доту 1 раз в жизни запустил и закрыл
Обьясни"
,,,Тебе надо именно бурп или авторегер бот?
,,Тебе надо именно бурп или авторегер бот?,Просто поснимают хочу побаловаться
,,,"степа бля я не пониаю
ты как хочешь
ему проблему такую помочь решить
в чате нахуй"
,,"степа бля я не пониаю
ты как хочешь
ему проблему такую помочь решить
в чате нахуй",Именно барповские запросы не пускает
,"степа бля я не пониаю
ты как хочешь
ему проблему такую помочь решить
в чате нахуй",Именно барповские запросы не пускает,"по словам
чисто
я не понимаю"
"степа бля я не пониаю
ты как хочешь
ему проблему такую помочь решить
в чате нахуй",Именно барповские запросы не пускает,"по словам
чисто
я не понимаю",Я тоже
