context_3,context_2,context_1,response
,,,С нами на экскурсию
,,С нами на экскурсию,Ооо
,,,а без вас
,,а без вас,А можно??
,а без вас,А можно??,Можно
а без вас,А можно??,Можно,не
А можно??,Можно,не,В пн
,,,Давайте в музей какой нибудь
,,Давайте в музей какой нибудь,Не успеем(
,,,Ну хоть на могильник 😔
,,Ну хоть на могильник 😔,давайте в паб
,Ну хоть на могильник 😔,давайте в паб,Камушков пособирать
,,,"а если 18летняя девушка хочет выкурить блок сигарет, то что делать?"
,,"а если 18летняя девушка хочет выкурить блок сигарет, то что делать?",Вы 18леьняя девушка?
,"а если 18летняя девушка хочет выкурить блок сигарет, то что делать?",Вы 18леьняя девушка?,так и есть
,,,помочь
,,помочь,а ты себя именно так идентифицируешь?
,помочь,а ты себя именно так идентифицируешь?,"я аттак хеликоптер
а партейку с пацанами в днд нельзя раскинуть?

это же должно быть уважаемое деяние"
,,,"Я вот всё думал где же похвастаться, и понял что группа финалистов ИБ то самое место"
,,"Я вот всё думал где же похвастаться, и понял что группа финалистов ИБ то самое место",ну де факто ты уже себя закопал
,,,А сок
,,А сок,Тоже будет
,А сок,Тоже будет,С каким вкусом ? Яблочный ? Мультифрукт ?
А сок,Тоже будет,С каким вкусом ? Яблочный ? Мультифрукт ?,Как яичный белок 😂
,,,А энергетический кофе
,,А энергетический кофе,Не положено
,А энергетический кофе,Не положено,Кем
А энергетический кофе,Не положено,Кем,Я же не требую это от организаторов
,,,"а зачем нам чайник, холодильник и вообще всё это, если нам не дадут сходить в магазин 😭"
,,"а зачем нам чайник, холодильник и вообще всё это, если нам не дадут сходить в магазин 😭",Берите с собой чаек
,"а зачем нам чайник, холодильник и вообще всё это, если нам не дадут сходить в магазин 😭",Берите с собой чаек,Что можно взять с собой из продуктов?
,,,"Я обещаю не покупать пиво по акции
Честно 🤞"
,,,томатный
,,томатный,Самый лучший сок на свете
,томатный,Самый лучший сок на свете,"С морской солью вообще кайф, я надеюсь правда будет"
томатный,Самый лучший сок на свете,"С морской солью вообще кайф, я надеюсь правда будет",местного производства Петербурга?
,,,Я просто хочу кофе испить
,,Я просто хочу кофе испить,🙏🏻
,,,Ну это только про чайник
,,Ну это только про чайник,"Кто-то с собой что-то может привезти 
Сырки например"
,Ну это только про чайник,"Кто-то с собой что-то может привезти 
Сырки например",
,,,Поделюсь с вами
,,Поделюсь с вами,Спасибо ☺️
,Поделюсь с вами,Спасибо ☺️,можно с собой пакет ингредиентов привести?
Поделюсь с вами,Спасибо ☺️,можно с собой пакет ингредиентов привести?,Там у вас будет вода
,,,Без мыши
,,Без мыши,"Белок вообще то, полезно"
,Без мыши,"Белок вообще то, полезно",
,,,Ахахахах
,,,Мы вам яйца принесем
,,Мы вам яйца принесем,закидывать в оргов за прекрасные таски?
,Мы вам яйца принесем,закидывать в оргов за прекрасные таски?,Эм
,,,вместо мыши будет крыса
,,вместо мыши будет крыса,Вы с собой привезете?
,вместо мыши будет крыса,Вы с собой привезете?,на месте поймаю
,,,Сварите
,,Сварите,Отлично 👌
,,,"Я ещё не прилетел, а уже очень доволен проведением"
,,"Я ещё не прилетел, а уже очень доволен проведением","Напомните мне вживую
Про сок и яйца"
,,,"Я забуду
Натура забывчивая"
,,"Я забуду
Натура забывчивая","Это помидоры, надо с собой привезти"
,"Я забуду
Натура забывчивая","Это помидоры, надо с собой привезти",ла томатина версия для рф?
,,,Давайте ещё кого нибудь в чат примем чтобы было ровно 100
,,Давайте ещё кого нибудь в чат примем чтобы было ровно 100,а давайте ещё 1389 человек в чат примем
,,,"Тогда просмотров сообщения не будет
Не"
,,"Тогда просмотров сообщения не будет
Не","Ладно
Нет
Так нет
Я вообще добряш профиля
Хотела как лучше
А ваши коллеги"
,,,Токсичные
,,Токсичные,"Ну , очевидно, что учёба в мифи не проходит для человека бесследно, так что мы превентивно токсичим"
,Токсичные,"Ну , очевидно, что учёба в мифи не проходит для человека бесследно, так что мы превентивно токсичим",Юра…
,,,Я аж заплакал
,,Я аж заплакал,Рано
,,,"Во время оглашения результатов
Нормально"
,,"Во время оглашения результатов
Нормально",Там уже срывный нерв
,,,Чёт рука тянется к дисквалу
,,Чёт рука тянется к дисквалу,а вот в ИТМО к такому нормально относятся
,Чёт рука тянется к дисквалу,а вот в ИТМО к такому нормально относятся,К дисквалу?
,,,"Всм
21 век
😳"
,,"Всм
21 век
😳",Хорошо
,"Всм
21 век
😳",Хорошо,Юра...
"Всм
21 век
😳",Хорошо,Юра...,Давай 25го
,,,У ИБшников бывает поменьше?
,,У ИБшников бывает поменьше?,"Бывает, но подобным поведением некоторые портят мнение обо всем комьюнити"
,,,Я просто вообще не из айти
,,Я просто вообще не из айти,нет только побольше
,Я просто вообще не из айти,нет только побольше,Начала общаться особенно много перед подготовкой к НТО
,,,У всех огромный
,,У всех огромный,Сейчас скину подтверждение
,,,Реально
,,,Интеллект
,,Интеллект,А если у меня маленький?
,Интеллект,А если у меня маленький?,"Не переживай
Удачно выйдешь замуж"
Интеллект,А если у меня маленький?,"Не переживай
Удачно выйдешь замуж","Ну, вот если бы..."
,,,Позер
,,Позер,:(
,Позер,:(,"меня больше настораживает что есть
хотя иб"
,,,С этим тоже проблемы наблюдаются
,,С этим тоже проблемы наблюдаются,Найди себе мальчика не шарящего за ИБ и начни ему рассказывать про осинт
,С этим тоже проблемы наблюдаются,Найди себе мальчика не шарящего за ИБ и начни ему рассказывать про осинт,https://www.youtube.com/watch?v=vUIteWZyOOE
,,,Вы уже пытались?
,,Вы уже пытались?,Есть некоторое число кандидатов уже
,,,до свадьбы подрастет
,,до свадьбы подрастет,😳
,до свадьбы подрастет,😳,И некоторое желание всем отказать
до свадьбы подрастет,😳,И некоторое желание всем отказать,+rep за ytm
😳,И некоторое желание всем отказать,+rep за ytm,Зачем
И некоторое желание всем отказать,+rep за ytm,Зачем,да
+rep за ytm,Зачем,да,"А то там какие-то проблемы были, а мне не перезвонили, что все ок"
,,,Будет веселый танец с бубном
,,Будет веселый танец с бубном,"Ну, вот если бы"
,,,"У них просто же есть причины меня не пускать серьёзные
Я боюсь за это"
,,"У них просто же есть причины меня не пускать серьёзные
Я боюсь за это",Но пустят
,,,а чё ты не бабана скинул ?
,,а чё ты не бабана скинул ?,?
,а чё ты не бабана скинул ?,?,ну бабан
,,,диджей ban'ko
,,диджей ban'ko,🍌
,,,"отец русского рэпа, главный враг жидов"
,,"отец русского рэпа, главный враг жидов",Э блин
,"отец русского рэпа, главный враг жидов",Э блин,"Законы рэпа — это Тора и Талмуд
Знакомый ребе сказал, только обрезанных в рэп берут
Гою тут случайно не попасть в рэп игру
Ежели ты гой, то отсекайся, друг"
,,,"Что значит точности
Уточняйте"
,,"Что значит точности
Уточняйте","Ну, по идее, меня там должны регистрировать в каких-то специальных местах
И мне нужно будет получить бумажку, чтоб увезти её"
,"Что значит точности
Уточняйте","Ну, по идее, меня там должны регистрировать в каких-то специальных местах
И мне нужно будет получить бумажку, чтоб увезти её","Давайте в лс
Поприветствуем вожатых"
"Что значит точности
Уточняйте","Ну, по идее, меня там должны регистрировать в каких-то специальных местах
И мне нужно будет получить бумажку, чтоб увезти её","Давайте в лс
Поприветствуем вожатых",привет!
"Ну, по идее, меня там должны регистрировать в каких-то специальных местах
И мне нужно будет получить бумажку, чтоб увезти её","Давайте в лс
Поприветствуем вожатых",привет!,дратуте
"Давайте в лс
Поприветствуем вожатых",привет!,дратуте,"Здарова, бандиты"
привет!,дратуте,"Здарова, бандиты",Здравствуйте
,,,"а где-то есть список доков, которые нужно взять?"
,,"а где-то есть список доков, которые нужно взять?",https://ntcontest.ru/participants/finalists2023/ - Тут вроде бы
,,,Вечерок добрейший
,,Вечерок добрейший,На сайте нто
,Вечерок добрейший,На сайте нто,на почту высылали еще
Вечерок добрейший,На сайте нто,на почту высылали еще,Здрасьте! А по сколько лет вожатым?
,,,7-8
,,7-8,-1?
,,,"Блин, а я думал 5-6"
,,"Блин, а я думал 5-6",семь-восемь
,"Блин, а я думал 5-6",семь-восемь,Игорь Гофман пишет
"Блин, а я думал 5-6",семь-восемь,Игорь Гофман пишет,"Ну, одному из них минимум 20-21
Он был на бп 2020
Если он был в 11 классе, то 18+3=21
Так что, 20-22, вероятно, всем около того"
семь-восемь,Игорь Гофман пишет,"Ну, одному из них минимум 20-21
Он был на бп 2020
Если он был в 11 классе, то 18+3=21
Так что, 20-22, вероятно, всем около того",19-23
Игорь Гофман пишет,"Ну, одному из них минимум 20-21
Он был на бп 2020
Если он был в 11 классе, то 18+3=21
Так что, 20-22, вероятно, всем около того",19-23,Почти угадала...
"Ну, одному из них минимум 20-21
Он был на бп 2020
Если он был в 11 классе, то 18+3=21
Так что, 20-22, вероятно, всем около того",19-23,Почти угадала...,Готовимся к вашему приезду
,,,"Вот с вами выглядит весело, а с нами будет печально, скорее:("
,,"Вот с вами выглядит весело, а с нами будет печально, скорее:(",Почему?
,"Вот с вами выглядит весело, а с нами будет печально, скорее:(",Почему?,"1. Будет много людей
2. Нужно будет думать
Это основные причины"
"Вот с вами выглядит весело, а с нами будет печально, скорее:(",Почему?,"1. Будет много людей
2. Нужно будет думать
Это основные причины",Я вижу здесь два плюса
Почему?,"1. Будет много людей
2. Нужно будет думать
Это основные причины",Я вижу здесь два плюса,Я вижу здесь два минуса)
,,,О столы раздвигаете ?
,,О столы раздвигаете ?,Да
,,,"Я когда думать начинаю, это плохо кончается"
,,"Я когда думать начинаю, это плохо кончается",И сеть прокладываем
,,,Карбюраторы
,,Карбюраторы,Самые милые животные
,,,"Я каракал, задавайте вопросы"
,,"Я каракал, задавайте вопросы",Да я вот тоже не давно каракал
,,,Можете мне задать вопросы
,,Можете мне задать вопросы,Будем знакомы
,Можете мне задать вопросы,Будем знакомы,Просто не понимаю что в этом особенного
Можете мне задать вопросы,Будем знакомы,Просто не понимаю что в этом особенного,"КАК Я ЛЮБЛЮ НАВЕРНУТЬ ТУШЕНОЧКИ С МАКАРОНАМИ
БАРИПЛА, СВЕРХУ СЫРКОМ. УКРОПОМ, КЕТЧУПОМ...
A!TO ЕСТЬ
• КАРРР, КАРРР
Каракалы делают Кар Кар если не знали"
,,,Кря они делают
,,Кря они делают,https://www.youtube.com/watch?v=iKOGgn4hMd4
,,,Самый умный?
,,,"Да, и чо?"
,,"Да, и чо?",ВОЧО
,"Да, и чо?",ВОЧО,ТЕБЕ
,,,ТЫ ЧО ДУРАК ЧТОЛИ?
,,,"Такое, вроде, не разрешили, там выше спрашивали, одобрения не получили, так что, аккуратнее..."
,,"Такое, вроде, не разрешили, там выше спрашивали, одобрения не получили, так что, аккуратнее...",Осуждаю такие высказывания
,"Такое, вроде, не разрешили, там выше спрашивали, одобрения не получили, так что, аккуратнее...",Осуждаю такие высказывания,??
"Такое, вроде, не разрешили, там выше спрашивали, одобрения не получили, так что, аккуратнее...",Осуждаю такие высказывания,??,
Осуждаю такие высказывания,??,,"Это, скорее, к организаторам вопрос"
??,,"Это, скорее, к организаторам вопрос","Нет, к тебе"
,"Это, скорее, к организаторам вопрос","Нет, к тебе",Тогда я просто на него не отвечу...
"Это, скорее, к организаторам вопрос","Нет, к тебе",Тогда я просто на него не отвечу...,
,,,ТЕБЯ СПРОСИТЬ ЗАБЫЛИ
,,,ПОПРОСИ ПОТОМ ПРОСИ
,,ПОПРОСИ ПОТОМ ПРОСИ,ЗА ТАКИЕ ШУТКИ В ЗУБАХ БЫВАЮТ ПРОМЕЖУТКИ
,,,;)
,,;),)
,,,"Ты не вопрошай, а просто прими это как факт"
,,"Ты не вопрошай, а просто прими это как факт",Так не работает:(
,"Ты не вопрошай, а просто прими это как факт",Так не работает:(,Работает... работает...
,,,Sigma rule
,,,*К сожалению
,,*К сожалению,-
,*К сожалению,-,* - = +
*К сожалению,-,* - = +,"Есть ещё деление, если что"
-,* - = +,"Есть ещё деление, если что","Не имеет значения, если что"
,,,"Сорян, что закибербулили"
,,"Сорян, что закибербулили",Ладно
,"Сорян, что закибербулили",Ладно,Прохладно
"Сорян, что закибербулили",Ладно,Прохладно,Тогда точно минус)
,,,Когда плюс жарко)
,,Когда плюс жарко),Не всегда. Когда до +10 то прохладно.
,Когда плюс жарко),Не всегда. Когда до +10 то прохладно.,Относительно всё это
Когда плюс жарко),Не всегда. Когда до +10 то прохладно.,Относительно всё это,вот после такого реально неплохо было бы форточку открыть
Не всегда. Когда до +10 то прохладно.,Относительно всё это,вот после такого реально неплохо было бы форточку открыть,И вылезти в неё
,,,bruh what 💀💀💀
,,bruh what 💀💀💀,А что не так?
,bruh what 💀💀💀,А что не так?,Душно
bruh what 💀💀💀,А что не так?,Душно,Душно.
,,,На часах 23:12 и мы едем на НТО в поезде
,,На часах 23:12 и мы едем на НТО в поезде,Ждём!
,,,откуда
,,откуда,От верблюда
,,,Осинт брат
,,,Симферополь
,,Симферополь,Жесть
,Симферополь,Жесть,+
,,,А если често
,,А если често,То есть ты обычно тут всем врёшь?
,А если често,То есть ты обычно тут всем врёшь?,С пристрастием
,,,Мы вас всех очень ждём
,,Мы вас всех очень ждём,Но нас больше
,,,Долго готовились
,,Долго готовились,Вот это правда!
,Долго готовились,Вот это правда!,"Тссс
Всем счастливого пути✨"
,,,ТС - TeamSpeak
,,ТС - TeamSpeak,ТС - ТопикСтартер
,,,ts
,,ts,Устное объяснение значит
,ts,Устное объяснение значит,"Началось
Выхожу из чата"
,,,А ДС?
,,А ДС?,Дворец Спорта
,,,"Ну либо тайпскрипт, конечно"
,,"Ну либо тайпскрипт, конечно",чзх в универы уже завезли тс
,"Ну либо тайпскрипт, конечно",чзх в универы уже завезли тс,"Солёную рыбку, как выяснилось"
,,,Закрепите?)
,,Закрепите?),"тебе ничего нельзя. 
что ты еще хочешь там узнатьъ"
,,,Оно есть в закрепе уже
,,Оно есть в закрепе уже,красивое
,Оно есть в закрепе уже,красивое,круто
Оно есть в закрепе уже,красивое,круто,красиво
красивое,круто,красиво,крутое
,,,чатовое...
,,чатовое...,А ты тоже на финале будешь?
,чатовое...,А ты тоже на финале будешь?,"Вообще хотелось бы, да"
,,,Ну такое
,,Ну такое,Продам пароль от пароля в МИРЭА
,Ну такое,Продам пароль от пароля в МИРЭА,Продам гараж
Ну такое,Продам пароль от пароля в МИРЭА,Продам гараж,Где?
Продам пароль от пароля в МИРЭА,Продам гараж,Где?,"А можно вопрос, на всякий случай
В общежитии же нормально, не холодно?"
Продам гараж,Где?,"А можно вопрос, на всякий случай
В общежитии же нормально, не холодно?",не должно быть
Где?,"А можно вопрос, на всякий случай
В общежитии же нормально, не холодно?",не должно быть,"на улице плюс, ничего страшного"
"А можно вопрос, на всякий случай
В общежитии же нормально, не холодно?",не должно быть,"на улице плюс, ничего страшного","но если вам будет холодно, то можно будет попросить второе одеяло"
не должно быть,"на улице плюс, ничего страшного","но если вам будет холодно, то можно будет попросить второе одеяло",люди с ядерки жаловались что в МИФИ холодно
"на улице плюс, ничего страшного","но если вам будет холодно, то можно будет попросить второе одеяло",люди с ядерки жаловались что в МИФИ холодно,"вот это верно(
но сейчас погода получше"
"но если вам будет холодно, то можно будет попросить второе одеяло",люди с ядерки жаловались что в МИФИ холодно,"вот это верно(
но сейчас погода получше",так что лучше взять толстовку какую-нибудь
люди с ядерки жаловались что в МИФИ холодно,"вот это верно(
но сейчас погода получше",так что лучше взять толстовку какую-нибудь,"В мифи прохладно 
Это точно
Берём обогреватели под стол"
,,,Берём термокружки
,,Берём термокружки,Кружечка с ctf 🥰
,,,Кипяточек выдадим
,,Кипяточек выдадим,"не нужно, я начну в доту играть и самостоятельно помещение отогрею"
,Кипяточек выдадим,"не нужно, я начну в доту играть и самостоятельно помещение отогрею","А там интернет не ловит, наверно"
,,,эй
,,,А мерча дадут?
,,А мерча дадут?,"Тем, кто хорошо будет себя вести"
,,,Ты же читал правила
,,Ты же читал правила,В плане в какой день? 🥺
,,,Если в первый то не вижу смысла везти с собой толстовку
,,Если в первый то не вижу смысла везти с собой толстовку,Толстовки не выдаем :(
,Если в первый то не вижу смысла везти с собой толстовку,Толстовки не выдаем :(,4real?
,,,"Не стоит рассчитывать на качество толстовок, прошлогодние были довольно лёгкие"
,,,а полотенца тоже с собой везти?
,,а полотенца тоже с собой везти?,небольшие будут
,а полотенца тоже с собой везти?,небольшие будут,Они средние
,,,"Чек-лист
Могли что-то забыть, но это основное)"
,,"Чек-лист
Могли что-то забыть, но это основное)","Блин, печенюшки забыл 🥲"
,,,"видимо мерч в этом году совсем отменяется)
если даже термокружка тут"
,,"видимо мерч в этом году совсем отменяется)
если даже термокружка тут",Всё кроме последнего купил
,,,хороший настрой не купишь
,,хороший настрой не купишь,Диплом победителя
,хороший настрой не купишь,Диплом победителя,Сколько стоит?
,,,"Там где есть спрос, всегда появляется предложение..."
,,,Продам
,,Продам,"нет у тебя, не обманывай покупателей"
,Продам,"нет у тебя, не обманывай покупателей",:(
,,,"Купишь, по $200 за грамм..."
,,"Купишь, по $200 за грамм...",Дороговато
,"Купишь, по $200 за грамм...",Дороговато,Самый чистый товар на рынке
,,,"Джесси?
А остался ещё с перцем Чили?"
,,"Джесси?
А остался ещё с перцем Чили?","🤔
Бесценный :(
Можно заработать"
,,,За неделю
,,За неделю,Даже меньше
,,,Если хорошо работать головой
,,Если хорошо работать головой,Ртом
,Если хорошо работать головой,Ртом,Можно заработать БВИ 👍
,,,"Ну и руками
Наверное
Не знаю чем вы там прогаете
Реально"
,,"Ну и руками
Наверное
Не знаю чем вы там прогаете
Реально",(объяснять язвы)
,"Ну и руками
Наверное
Не знаю чем вы там прогаете
Реально",(объяснять язвы),Язык глаголит истину! БАЗУ! Работайте своим язычком на славу ребята!
"Ну и руками
Наверное
Не знаю чем вы там прогаете
Реально",(объяснять язвы),Язык глаголит истину! БАЗУ! Работайте своим язычком на славу ребята!,А обязательно ли делать ксерокопии документов или можно в МИФИ сделать ?
(объяснять язвы),Язык глаголит истину! БАЗУ! Работайте своим язычком на славу ребята!,А обязательно ли делать ксерокопии документов или можно в МИФИ сделать ?,"Ребят, нам же мерч обещали, да?"
Язык глаголит истину! БАЗУ! Работайте своим язычком на славу ребята!,А обязательно ли делать ксерокопии документов или можно в МИФИ сделать ?,"Ребят, нам же мерч обещали, да?",за победителя мерч и домой
,,,А я заболела
,,А я заболела,"Сильно? 

Вы откуда?"
,А я заболела,"Сильно? 

Вы откуда?","Да, Белгород"
А я заболела,"Сильно? 

Вы откуда?","Да, Белгород",Земляки
,,,"-1
ойй
выздоравливай😊"
,,,Я так понимаю на мерч можно не надеяться..
,,Я так понимаю на мерч можно не надеяться..,"Нет, на мерч не стоит надеяться"
,Я так понимаю на мерч можно не надеяться..,"Нет, на мерч не стоит надеяться",ростелеком только делает *прекрасные* таски
,,,"В общаге МИФИ врядли хорошие замки, можно одежду скрысить"
,,"В общаге МИФИ врядли хорошие замки, можно одежду скрысить","Если под мерчем понимать порванные носки и пару пакетов из под пятерочки, то да"
,"В общаге МИФИ врядли хорошие замки, можно одежду скрысить","Если под мерчем понимать порванные носки и пару пакетов из под пятерочки, то да","Суть мерча в метке МИФИ скрипичном ключе , она необязательно выражается в лого, запах кожного сала и пота, который свидетельствует о тяжких условиях данного учреждения тоже пойдёт"
"В общаге МИФИ врядли хорошие замки, можно одежду скрысить","Если под мерчем понимать порванные носки и пару пакетов из под пятерочки, то да","Суть мерча в метке МИФИ скрипичном ключе , она необязательно выражается в лого, запах кожного сала и пота, который свидетельствует о тяжких условиях данного учреждения тоже пойдёт","Метка МИФИ превращает порванный пакет из одежды в воспоминание , которое можно носить"
,,база,"Но не надо идти на преступление, я могу у себя что-то такое поискать"
,база,"Но не надо идти на преступление, я могу у себя что-то такое поискать",а кстати
,,,с замками там все норм в общежитии?
,,с замками там все норм в общежитии?,За вашими вещами следят вожатые и камеры
,с замками там все норм в общежитии?,За вашими вещами следят вожатые и камеры,"Вожатые работают лучше, чем замки"
,,,Если вопрос к этому
,,Если вопрос к этому,"все понял
спасибо
победа
еще одну базу выдал"
,Если вопрос к этому,"все понял
спасибо
победа
еще одну базу выдал","Со всей общаги запахов наскребем
С мира по нитке"
Если вопрос к этому,"все понял
спасибо
победа
еще одну базу выдал","Со всей общаги запахов наскребем
С мира по нитке","а, и *прекрасную* инфру"
,,,"А обязательно ли иметь с собой оригинал справки со школы ? Я тут просто совсем недавно выяснил, что у меня её нет."
,,"А обязательно ли иметь с собой оригинал справки со школы ? Я тут просто совсем недавно выяснил, что у меня её нет.",@mazikee_n
,"А обязательно ли иметь с собой оригинал справки со школы ? Я тут просто совсем недавно выяснил, что у меня её нет.",@mazikee_n,Нам не обязательно
,,,Но есть её фото.
,,Но есть её фото.,"Есть справка?
Лучше
Есть рисунок справки"
,Но есть её фото.,"Есть справка?
Лучше
Есть рисунок справки","Я видел, она точно есть
Этого должно хватить"
,,,"Вообще на НТО она не нужна, она нужна для скидки в поезд, если у тебя в билете прописано это"
,,"Вообще на НТО она не нужна, она нужна для скидки в поезд, если у тебя в билете прописано это",А на вокзале скан не примут ?
,"Вообще на НТО она не нужна, она нужна для скидки в поезд, если у тебя в билете прописано это",А на вокзале скан не примут ?,у меня по фото принимали
,,,"Вот этого не знаю, думаю примут"
,,,Можно ли ставить на машины какой-то софт вроде редактора кода и т.д.?
,,Можно ли ставить на машины какой-то софт вроде редактора кода и т.д.?,Вим
,,,фри софт можно
,,фри софт можно,Репак от васяна в теории же тоже бесплатный...
,,,Ida pro Max free
,,,"Если ты едешь в купе, она вообще не нужна"
,,"Если ты едешь в купе, она вообще не нужна",На двухэтажном в купе тоже катит
,"Если ты едешь в купе, она вообще не нужна",На двухэтажном в купе тоже катит,Там типа плацкарта нет поэтому вот
,,,"Только в плацкарте
У меня не спрашивали"
,,,А вдруг до вт подлечитесь? Приезжайте!
,,А вдруг до вт подлечитесь? Приезжайте!,Мы вас вылечим!
,,,меня бы тоже подлечить немного…
,,меня бы тоже подлечить немного…,"Подлечим, но вы с собой не забудьте об лекарства, которые вам нужно пить"
,меня бы тоже подлечить немного…,"Подлечим, но вы с собой не забудьте об лекарства, которые вам нужно пить",угу
,,,"Чтобы выздороветь, советую спровоцировать выброс эндорфинов"
,,"Чтобы выздороветь, советую спровоцировать выброс эндорфинов",Эта картинка у кого угодно вызовет выброс эндорфинов
,,,Вот ещё
,,Вот ещё,RE TL ML WA FE
,Вот ещё,RE TL ML WA FE,"RE поймут все, кто решал D-шку на АБП"
Вот ещё,RE TL ML WA FE,"RE поймут все, кто решал D-шку на АБП",АКБ?
RE TL ML WA FE,"RE поймут все, кто решал D-шку на АБП",АКБ?,НТО по АБП даёт БВИ в ВШЭ
"RE поймут все, кто решал D-шку на АБП",АКБ?,НТО по АБП даёт БВИ в ВШЭ,А куда даёт?
АКБ?,НТО по АБП даёт БВИ в ВШЭ,А куда даёт?,@hikariatama на какие направления даёт в вшэ?
НТО по АБП даёт БВИ в ВШЭ,А куда даёт?,@hikariatama на какие направления даёт в вшэ?,Информатика и вычислительная техника
А куда даёт?,@hikariatama на какие направления даёт в вшэ?,Информатика и вычислительная техника,Вот еслиб на пми давало....
,,,можно будет по окончании получить справку об эпидокружении?
,,можно будет по окончании получить справку об эпидокружении?,"Не уверен, что это получится."
,,,ML
,,ML,Memory-Limit
,,,"Machine Learning
Fe — Ferrum?"
,,,А вот НТО по ИБ не даёт БВИ во многие ВУЗы
,,А вот НТО по ИБ не даёт БВИ во многие ВУЗы,Это в какие
,,,"АБП - 2 уровень
ИБ - 3"
,,"АБП - 2 уровень
ИБ - 3",ТБС тоже второй но то ничего особо не лаёт
,,,1С
,,1С,"Фу, попса"
,,,ну это миэм
,,ну это миэм,Аахазаха
,ну это миэм,Аахазаха,ИИ тоже на ивт дает
ну это миэм,Аахазаха,ИИ тоже на ивт дает,У меня тоже туда есть бви
Аахазаха,ИИ тоже на ивт дает,У меня тоже туда есть бви,зато с ИИ можно в питерскую вышку
,,,"Забавно, что в тех вузах, куда я поступаю, бви нет вообще"
,,"Забавно, что в тех вузах, куда я поступаю, бви нет вообще",инопа что ль?
,"Забавно, что в тех вузах, куда я поступаю, бви нет вообще",инопа что ль?,Один из
,,,Тип он не работает
,,,поступайте к нам
,,поступайте к нам,У вас платят стипу 50к с бесплатной общагой отельного класса?)
,,,"Только стипу хорошую
Не спс
Да норм"
,,"Только стипу хорошую
Не спс
Да норм","Хз, такие вещи, кажется, относительны, не?
Каждый разного от вуза хочет"
,"Только стипу хорошую
Не спс
Да норм","Хз, такие вещи, кажется, относительны, не?
Каждый разного от вуза хочет","Мне норм получается, да?"
,,,"Алексей, можно ваше объективное мнение
В столовой МИФИ хорошо кормят?)"
,,"Алексей, можно ваше объективное мнение
В столовой МИФИ хорошо кормят?)","Зависит об обсуживания. Массовое питание похуже, чем в кафе. Но есть неплохое питание для сотрудников."
,"Алексей, можно ваше объективное мнение
В столовой МИФИ хорошо кормят?)","Зависит об обсуживания. Массовое питание похуже, чем в кафе. Но есть неплохое питание для сотрудников.","Я имею в виду питание, которое у нас будет"
"Алексей, можно ваше объективное мнение
В столовой МИФИ хорошо кормят?)","Зависит об обсуживания. Массовое питание похуже, чем в кафе. Но есть неплохое питание для сотрудников.","Я имею в виду питание, которое у нас будет","Это не ресторан, но вполне нормально."
,,,"Коллеги
Аккуратней со словами"
,,"Коллеги
Аккуратней со словами",Если сравнивать с кафе средним
,,,"Мне тяжело дать ответ, мне кажется, что у нас разная оценка."
,,"Мне тяжело дать ответ, мне кажется, что у нас разная оценка.","Я 5 лет питаюсь в столовой, так что ожидания у меня не завышенные)
Просто в некоторых универовских столовых есть страшно периодически"
,,,"Я на каком-то этапе понял, что еда в столовой МИФИ вкуснее, чем в кафешках.
Средней руки.
Меню менее разнообразное."
,,,"Что касается БВИ в МИФИ.

Мы даём БВИ за все профили НТО. Со мной можно не согласиться, но я считаю, что для МИФИ эта олимпиада отлично подходит. Работая, на развитие профессоиональных навыков, а не только физики и математики."
,,"Что касается БВИ в МИФИ.

Мы даём БВИ за все профили НТО. Со мной можно не согласиться, но я считаю, что для МИФИ эта олимпиада отлично подходит. Работая, на развитие профессоиональных навыков, а не только физики и математики.",а есть профель типа пи в итме?
,"Что касается БВИ в МИФИ.

Мы даём БВИ за все профили НТО. Со мной можно не согласиться, но я считаю, что для МИФИ эта олимпиада отлично подходит. Работая, на развитие профессоиональных навыков, а не только физики и математики.",а есть профель типа пи в итме?,"Надо в нюанса разобраться, но есть программа сильна с акцентом на алгоритмы и физикой 2 семестра, а не 4 по анализу данных.

Однако, туда есть дополнительный отбор в виде контеста первого сентября."
